dialect,wer,cer,bleu,chrf,semdist
AG,21.78308823529412,8.67366783352781,64.4333165231202,87.61534666637927,0.055523596428058763
BE,22.448979591836736,10.495979506155269,62.86252664891608,86.37536362905925,0.05116928989076849
BL,16.117216117216117,5.943964388583399,71.35182207937365,91.67642611042109,0.04680513231842606
FR,18.51851851851852,7.065217391304348,59.69592123828444,87.65361536319898,0.042644926479884555
GL,8.333333333333332,4.25531914893617,85.22139235597649,92.8170289608892,0.009749392668406168
GR,9.67741935483871,4.656319290465632,77.94039052319974,91.82875214046248,0.01499125361442566
LU,18.295218295218298,8.005822416302767,68.35574112127557,88.90124146823169,0.06200782224243762
NW,25.0,10.256410256410255,66.87403049764218,98.2363296511681,0.0038907527923583984
SG,19.606087735004476,8.92742453436095,65.86396495648715,88.23549910626086,0.04073315267932826
SH,24.444444444444443,9.818181818181818,59.21463353768542,82.4397243393207,0.05233326554298401
SO,25.28409090909091,11.864406779661017,63.13009986299031,86.26016259893053,0.033001465929879084
SZ,9.523809523809524,4.2065009560229445,77.46964881139527,93.2895975791368,0.01119265291425917
TG,20.382165605095544,8.84580430172675,63.42869102242615,87.50633991737763,0.04697653651237488
UR,21.27659574468085,10.176531671858775,67.21335432967436,86.99315507200889,0.03831525246302287
VS,24.277456647398843,9.72461273666093,57.482749561599086,83.44437979418693,0.06164672094232896
ZG,29.655172413793103,12.436194895591647,52.28189723045377,85.74353418724272,0.05601886510848999
ZH,18.363136176066025,8.062939796716185,67.52584061921965,88.57603078730237,0.043553403268257775
OVERALL,20.498354489891867,9.006719935809567,65.42343753788023,87.80985808883263,0.04723239573515166
