dialect,wer,cer,bleu
AG,100.0,44.44444444444444,10.682175159905848
BE,100.0,57.33788395904437,1.9543398944645758
SG,91.66666666666666,44.0,3.7159390072518104
TG,100.0,50.57471264367817,3.149696072246702
ZG,72.72727272727273,39.285714285714285,14.458924666162856
ZH,100.0,57.49999999999999,6.718955581880222
OVERALL,96.43939393939394,51.617647058823536,5.326200564718597
