dialect,wer,cer,bleu
AG,75.0000,13.8889,17.9652
BE,76.1111,25.5973,8.8337
SG,50.0000,23.0000,11.4988
TG,53.8462,22.9885,7.2453
ZG,54.5455,21.4286,8.9138
ZH,41.6667,23.7500,22.7497
OVERALL,62.1169,23.5294,7.4500
