dialect,wer,cer,bleu,chrf,semdist
AG,26.89601036823259,12.628030597692208,56.78092139205792,85.08775713010746,0.056429585372960125
BE,30.209221539270786,15.30634028321355,53.72525410411234,82.50224487399761,0.06559760273970994
BL,27.10037904482349,13.040062843676356,53.92526412432749,84.19970356389493,0.0671905533031181
FR,36.15670044241473,20.833333333333336,32.4435471677806,76.5085943016443,0.0551488995552063
GL,2.0833333333333335,0.7978723404255319,97.34827358756195,98.70456785167396,0.017198304335276287
GR,16.39457764457764,8.314855875831485,65.232270890617,89.05066218120187,0.05039570232232412
LU,26.736749089690264,11.87772925764192,55.59160900180886,84.53614340807904,0.09282822906970978
NW,25.0,10.256410256410255,66.87403049764218,98.2363296511681,0.0038907527923583984
SG,27.31781867557729,14.450867052023122,54.19542634669315,83.55229986819539,0.04303109902760078
SH,36.19505494505494,15.636363636363637,38.19405201579183,75.17897489430794,0.06987151503562927
SO,32.14553964553964,15.884903429247144,54.8074481949575,84.74884513227752,0.03885891536871592
SZ,30.471904638571306,11.089866156787762,58.34090312067921,86.8397699407954,0.07234665420320299
TG,28.391563991563988,13.238412602241745,52.23760396505607,83.9851108467569,0.05215343952178955
UR,35.458282458282454,9.865005192107997,59.07309620594199,84.34768180077954,0.09227132002512614
VS,26.562506121329648,12.908777969018933,55.07503430198072,80.52871041127273,0.058721584432265335
ZG,38.118409368409374,18.88631090487239,42.86554446857089,81.29453494776548,0.055942676464716595
ZH,25.812817583650908,11.972243940578577,55.83786626673706,85.32703065987806,0.0536967898822493
OVERALL,28.227479035706175,13.658854601985892,54.62921366917138,83.96880629577453,0.05862441608900267
