dialect,wer,cer,bleu
AG,100.0000,88.8889,0.0000
BE,85.0000,54.6075,7.4500
SG,83.3333,32.0000,7.6600
TG,61.5385,25.2874,4.1300
ZG,72.7273,29.7619,8.1300
ZH,66.6667,28.7500,17.6500
OVERALL,79.0932,43.2353,8.5000
