dialect,wer,cer,bleu
AG,25.524370177147944,11.68157655905614,57.53194295814469
BE,28.059616901981425,13.94008396783605,56.79334516065455
BL,24.12269315047093,10.683424980361352,60.036608829754215
FR,32.11788211788212,18.115942028985508,40.68689276671743
GL,0.0,0.0,100.00000000000004
GR,10.349002849002849,4.988913525498892,73.9850775038338
LU,26.143562320032906,10.858806404657933,56.93028069541691
NW,25.0,10.256410256410255,66.87403049764218
SG,25.998711537504644,13.667308927424534,56.711340117422075
SH,33.997252747252745,11.636363636363637,43.06377330170549
SO,32.17527842527843,15.845486795427671,54.5681346572462
SZ,10.67071817071817,4.588910133843212,78.8783347538982
TG,24.7584471084471,10.845198424719783,56.873291211149336
UR,21.187627187627186,7.268951194184839,66.0586593577985
VS,28.539989422342362,13.080895008605854,52.41013407529367
ZG,35.702353202353194,16.751740139211137,47.854019616363004
ZH,21.79021595688263,10.115324472243941,63.42603953760204
OVERALL,25.629963894737983,12.182809000033433,58.45543305754338
