dialect,wer,cer,bleu
AG,27.925317994762437,12.70465795151669,57.82929058745197
BE,31.685018593885587,14.894949213858355,54.338313861703355
BL,27.883068577513022,12.689054088695206,55.168253313605916
FR,34.4175665604237,17.19858156028369,43.9876419134294
GL,10.694444444444443,1.8087855297157622,80.10664568586964
GR,17.1521534021534,7.625272331154684,63.676668237495285
LU,31.05921311803665,12.265224815025611,56.6215376338329
NW,25.0,10.0,75.98356856515926
SG,29.550408882305433,14.580450371115864,55.39216685957991
SH,35.59981684981685,14.788732394366196,45.57249607884358
SO,34.83867983867984,15.842349304482225,57.328503395264356
SZ,26.097328597328598,10.780669144981413,56.04120393847355
TG,28.665562215562215,12.518540492435479,56.94560060938686
UR,28.080993080993082,9.026369168356998,61.6586530210965
VS,29.761023290435055,12.710437710437711,53.85631394465747
ZG,46.279942279942276,19.90909090909091,42.66670503724484
ZH,25.014667045917047,10.75712503598503,60.088272349841155
OVERALL,29.52939747261879,13.315439756472783,56.27820391726185
