dialect,wer,cer,bleu
AG,29.55872316983428,12.742733849473284,55.44046446885309
BE,32.23078235393506,15.305412550438291,53.33710466585393
BL,29.10866396977508,13.02230197385286,54.09453508104104
FR,39.863311291882724,20.921985815602838,36.12204783031898
GL,10.694444444444443,1.8087855297157622,80.10664568586964
GR,18.772523772523773,8.278867102396514,64.49170754686112
LU,30.721147044676457,12.066021627774616,54.43796666126756
NW,25.0,10.0,75.98356856515926
SG,30.505976303390096,14.391747389608756,53.53961413773427
SH,38.11813186813187,15.140845070422534,40.47933991920552
SO,36.033526658526654,15.842349304482225,54.373883431536356
SZ,38.41723091723091,11.895910780669144,52.73523678029124
TG,31.26989121989122,13.349154553544942,51.69095909587785
UR,35.971102971102965,9.837728194726166,60.74833764291256
VS,28.78748702278114,13.047138047138047,51.576732394569966
ZG,41.64113664113664,19.045454545454547,42.17778041391988
ZH,28.208018833018834,12.023798099990405,55.83858394677898
OVERALL,30.94447557077916,13.708225589997053,53.97343960263181
