dialect,wer,cer,bleu
AG,40.0446,17.6263,38.1681
BE,45.5321,17.0780,38.5462
BL,59.8232,28.3019,37.4190
GL,42.8571,13.7931,44.0514
GR,81.5385,28.9256,46.1366
LU,35.7835,13.8952,43.8875
NW,80.0000,31.0345,10.3903
SG,47.4850,26.9231,28.3676
SO,26.5801,7.7253,50.0346
TG,51.1457,19.8939,23.7065
UR,54.8611,23.7037,30.4680
VS,66.2500,26.8293,10.4307
ZG,43.8889,11.0512,40.2186
ZH,39.5368,18.3908,43.4086
OVERALL,45.9484,19.1863,37.5412
