dialect,wer,cer,bleu
AG,73.8939,32.9025,12.9454
BE,91.7606,45.4590,15.0459
BL,82.6750,51.2864,14.9351
GL,78.5714,24.1379,10.5696
GR,100.7692,42.9752,26.0276
LU,60.6553,23.0068,16.8440
NW,110.0000,40.2299,6.1503
SG,63.4875,28.2051,13.1380
SO,54.7186,27.8970,33.5875
TG,62.5987,26.2599,15.7511
UR,95.1389,35.5556,7.4321
VS,93.7500,35.7724,5.5084
ZG,113.0808,38.8140,5.2577
ZH,54.0088,26.0920,25.6264
OVERALL,76.9179,36.1742,16.0746
