dialect,wer,cer,bleu
AG,39.9621,15.5251,34.0500
BE,23.3673,7.6512,63.1600
GL,35.7143,12.6437,50.9500
LU,25.0000,5.1282,46.3100
SG,38.2323,20.8824,45.5200
SO,17.1429,6.8493,61.2400
TG,38.4615,8.0460,39.6700
ZG,45.4545,11.9048,11.0200
ZH,25.5556,12.0567,48.4800
OVERALL,30.8066,12.0235,48.8700
