dialect,wer,cer,bleu,chrf,semdist
AG,66.54411764705883,28.393621159082073,15.444608898304779,58.669643228239025,0.25316408856047523
BE,78.84519661523146,36.71102255746104,8.688329035097768,49.495165395071346,0.34449355502433965
BL,64.28571428571429,27.755957056821156,18.08585064889334,59.541717973082285,0.29823191795084214
FR,66.66666666666666,35.688405797101446,11.548715759030335,50.022149802751294,0.3254111664635794
GL,45.83333333333333,11.96808510638298,40.42701684442903,79.79749452330378,0.20191132028897604
GR,59.67741935483871,25.942350332594234,20.267226091347833,62.631887779585874,0.24805142482121786
LU,69.85446985446985,29.781659388646286,11.059718410785761,54.98023277504749,0.32533590378714544
NW,50.0,12.82051282051282,39.76353643835252,92.81180983192874,0.062294721603393555
SG,67.5022381378693,29.107257546563904,16.2220725628145,58.584494425791036,0.2690993967498171
SH,60.0,24.727272727272727,10.430653621528764,59.79961775650895,0.2861951142549515
SO,69.60227272727273,31.888056759952697,16.568985797140012,58.348990932563915,0.23156210449006823
SZ,71.42857142857143,34.22562141491396,11.8383957762242,51.291469910005915,0.2612025373511844
TG,65.60509554140127,26.7494698576189,14.434958824022324,59.652217064009186,0.23235488951206207
UR,81.56028368794325,36.24091381100727,4.712728813685293,44.45405588227517,0.46031965911388395
VS,61.849710982658955,28.74354561101549,13.924930208151816,56.1397708734685,0.2691582546514623
ZG,77.93103448275862,32.76102088167053,13.12784122625079,57.18098476382447,0.2995243380467097
ZH,64.44291609353508,27.326035965598123,16.99296125789101,60.68195969521973,0.24146463147674999
OVERALL,69.66384579219557,30.59576744341547,14.241520507205506,56.50049360369557,0.2855168763604253
