dialect,wer,cer,bleu
AG,85.0515,47.4736,2.5565
BE,90.2319,55.1333,0.7312
BL,80.9316,53.1732,1.9537
GL,85.7143,45.9770,2.3595
GR,96.1538,54.5455,2.2568
LU,87.4644,41.9134,1.7000
NW,100.0000,54.0230,0.0000
SG,73.8888,36.0399,13.2022
SO,95.2381,66.0944,1.2192
TG,76.4204,34.2175,3.1736
UR,93.7500,41.4815,2.2973
VS,73.7500,43.0894,5.3266
ZG,82.9798,46.6307,6.6850
ZH,81.6049,46.4368,5.0646
OVERALL,84.5732,48.3940,3.2932
