dialect,wer,cer,bleu
AG,38.6115,15.2761,49.8175
BE,33.4525,11.5499,53.0344
BL,48.6183,20.0686,44.4465
GL,35.7143,12.6437,50.9517
GR,65.3846,21.4876,48.3374
LU,26.7023,9.7950,56.7136
NW,50.0000,26.4368,15.7189
SG,35.2395,18.0912,44.4013
SO,26.5801,10.7296,55.1745
TG,43.1827,15.3846,42.9231
UR,23.6111,8.8889,51.3345
VS,42.5000,13.8211,28.9978
ZG,28.0303,7.0081,48.3199
ZH,35.8280,17.3563,44.5444
OVERALL,36.4633,14.2755,48.6821
