dialect,wer,cer,bleu
AG,31.073926073926074,11.82039491479578,49.99650879634845
BE,31.606176994526507,13.454790823211876,53.90441493063529
BL,39.58168268513096,16.45822911455728,43.30634743535226
FR,59.09090909090909,27.572016460905353,18.84206836316442
GL,28.422619047619044,7.608695652173914,54.69171146625571
GR,47.863247863247864,18.71794871794872,28.894862647573547
LU,34.08800601108293,14.669051878354203,47.59275576290453
NW,50.0,26.436781609195403,15.718877363021202
SG,33.57580690914024,16.022696568495,48.208690117523105
SH,57.14285714285714,13.953488372093023,19.740631366145518
SO,36.83090058090058,19.534184823441024,48.263355102461134
SZ,22.22222222222222,6.273062730627306,55.42327716631421
TG,29.215261234492004,12.467362924281984,52.3110035621689
UR,44.827703161036496,16.216216216216218,41.48685292193593
VS,37.1875,13.654618473895583,46.67977356261051
ZG,38.583009583009584,16.44518272425249,38.95446467068283
ZH,34.91994887828221,15.685164212910532,48.4263284962029
OVERALL,34.12097932931266,14.721147806539058,48.72918636840073
