dialect,wer,cer,bleu
AG,37.42205907300247,15.282661617527726,37.344691310219346
BE,46.06949415201842,19.79757085020243,36.41282931358918
BL,46.53342825756619,19.85992996498249,36.94445401235742
FR,92.04545454545455,35.80246913580247,9.090280466280388
GL,22.172619047619044,6.521739130434782,61.80720982480205
GR,50.79059829059829,20.256410256410255,31.658489828854574
LU,41.39733130117746,15.980918306499703,45.16786188229701
NW,80.0,28.735632183908045,7.188959550044094
SG,44.37043409265631,19.967576330721425,36.488073429752
SH,71.42857142857143,16.27906976744186,6.495032985064742
SO,47.833123666457,21.187077385424494,37.376438043427704
SZ,22.22222222222222,4.428044280442804,58.514663638844056
TG,38.264427879812494,16.971279373368144,36.051150470660986
UR,44.69610636277303,18.58108108108108,37.283453001717675
VS,45.01488095238095,16.06425702811245,29.66170762711643
ZG,47.460021460021466,19.6843853820598,30.651961604526118
ZH,38.84241144657811,17.591543978859946,40.80911374327034
OVERALL,43.02552707066596,18.397302390161656,37.59046068204236
