dialect,wer,cer,bleu
AG,69.7070277730655,29.483364890451718,17.390836008394235
BE,78.70464756387086,34.385964912280706,11.85423307294021
BL,74.02926575340369,33.866933466733364,14.915765904094332
FR,80.68181818181819,47.73662551440329,7.748292282393712
GL,72.12301587301587,18.115942028985508,18.35894318735225
GR,87.95940170940172,32.82051282051282,5.512282882909671
LU,76.26795213333675,31.007751937984494,14.172228679188608
NW,110.00000000000001,44.827586206896555,3.1157290929555894
SG,73.97064355397688,30.505268846257767,13.771647362238124
SH,57.14285714285714,13.953488372093023,20.873176328735713
SO,75.89825298158631,37.56574004507889,11.923798574238889
SZ,65.27777777777777,24.354243542435423,15.691374748513987
TG,64.99696884312269,26.827676240208874,20.122627975332193
UR,80.76787410120743,38.513513513513516,10.010845289812172
VS,61.101190476190474,22.48995983935743,17.018501195302036
ZG,84.80267880267881,35.548172757475086,7.787094146676026
ZH,69.30497742997744,29.27519818799547,16.049787789594596
OVERALL,73.9482360489305,31.733280439022778,14.213811649589454
