dialect,wer,cer,bleu
AG,25.831411774808,10.684338652961861,57.33703025915669
BE,26.759354453529212,11.673414304993253,59.90250281983978
BL,32.67825086790604,14.957478739369684,50.22098628345737
FR,67.42424242424242,30.864197530864196,21.162914537170714
GL,28.422619047619044,7.608695652173914,54.73485501990986
GR,36.37820512820513,12.307692307692308,47.90900987240508
LU,24.704355473586244,10.256410256410255,59.17737838745576
NW,60.0,28.735632183908045,8.737167851715874
SG,29.411735383957605,14.293434206971089,52.502231405497795
SH,57.14285714285714,13.953488372093023,19.740631366145518
SO,33.17723942723943,18.031555221637866,50.577871818229
SZ,25.0,4.797047970479705,52.349393320403806
TG,24.517042786273556,10.704960835509137,58.783517726177365
UR,30.904219237552567,10.641891891891891,55.275123368351764
VS,36.279761904761905,12.248995983935743,43.91850118638863
ZG,35.50830650830651,14.950166112956811,47.68570309354405
ZH,29.20500410083743,12.910532276330692,55.53750527548405
OVERALL,28.91959313834314,12.694634533373003,55.204403068166386
