dialect,wer,cer,bleu
AG,119.3636,65.5797,3.4300
BE,131.0714,82.4345,5.8800
BL,100.0000,46.2366,22.4500
GL,100.0000,88.5057,0.2600
LU,100.0000,41.0256,10.6800
SG,86.2222,47.9412,6.6000
SO,50.0000,38.3562,13.2400
TG,61.5385,25.2874,4.1300
ZG,75.2525,28.7500,6.8700
ZH,65.2083,27.6382,17.2800
OVERALL,98.3126,57.5145,8.1300
