dialect,wer,cer,bleu
AG,80.2121,38.7681,11.3800
BE,64.5599,26.0401,18.3200
BL,42.8571,21.5054,42.9500
GL,78.5714,24.1379,10.5700
LU,50.0000,5.1282,23.6400
SG,64.0202,32.9412,17.3800
SO,45.7143,21.9178,34.4900
TG,53.8462,22.9885,7.2500
ZG,71.7172,26.8750,6.9200
ZH,38.3333,22.1106,28.1300
OVERALL,61.7037,27.4566,19.0000
