dialect,wer,cer,bleu
AG,38.61149961149961,15.276145710928319,44.70219204730383
BE,33.452547452547456,11.549851924975322,50.06708736562994
BL,48.61832611832612,20.06861063464837,38.74768313343626
GL,35.714285714285715,12.643678160919542,50.95172447616117
GR,65.38461538461539,21.487603305785125,33.589681639728006
LU,26.702279202279204,9.79498861047836,54.57451394821999
NW,50.0,26.436781609195403,15.718877363021207
SG,35.23948273948274,18.091168091168093,42.51908089048653
SO,26.580086580086583,10.72961373390558,52.63086734846141
TG,43.18274318274319,15.384615384615385,38.64418079801591
UR,23.61111111111111,8.88888888888889,51.01588514956056
VS,42.5,13.821138211382115,31.21116073512944
ZG,28.03030303030303,7.008086253369273,48.09161128160646
ZH,35.82798154226725,17.35632183908046,43.932758672236936
OVERALL,36.46327006327007,14.275517487508923,45.284078440528276
