dialect,wer,cer,bleu
AG,77.39421689421688,33.607520564042304,15.26854903518705
BE,79.4139305139305,32.4284304047384,8.406193284735647
BL,84.85479797979798,40.651801029159515,6.448820502453851
GL,50.0,17.24137931034483,26.279464298691586
GR,88.46153846153847,41.32231404958678,2.916495972453022
LU,71.65242165242165,25.968109339407746,10.508108610409243
NW,110.00000000000001,42.5287356321839,3.1157290929555894
SG,70.75513375513376,29.2022792022792,15.300883294461116
SO,85.54112554112555,41.63090128755365,4.264326316873632
TG,73.17969067969068,29.44297082228117,8.770237015082415
UR,82.63888888888889,32.592592592592595,7.451562763944798
VS,77.5,22.76422764227642,5.577327191890156
ZG,78.93939393939392,29.380053908355798,9.20260396450119
ZH,71.28526235669094,29.540229885057474,14.323722254421606
OVERALL,77.08158785658787,32.07708779443254,10.800766139466417
