dialect,wer,cer,bleu
AG,72.49250749250749,31.962397179788482,18.01648504108071
BE,76.36358086358085,31.29318854886476,11.386981471904981
BL,82.02741702741703,39.62264150943396,7.675007225591671
GL,35.714285714285715,13.793103448275861,37.79384372809367
GR,88.46153846153847,39.66942148760331,3.0838190312119687
LU,75.26353276353275,24.829157175398635,13.844394959402772
NW,110.00000000000001,44.827586206896555,3.1157290929555894
SG,66.61288711288712,28.917378917378915,20.083700390015768
SO,82.20779220779221,41.201716738197426,7.330874293424093
TG,65.62983312983313,28.647214854111407,15.672136642737184
UR,94.44444444444444,32.592592592592595,6.893632230105872
VS,68.75,21.138211382113823,19.8640565104645
ZG,84.4949494949495,28.57142857142857,9.00881491274953
ZH,64.3062889491461,27.70114942528736,19.25242988730927
OVERALL,73.82597957597959,30.963597430406853,14.314213679625297
