epoch,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_wer,eval_wer_AG,eval_wer_BE,eval_wer_BL,eval_wer_FR,eval_wer_GL,eval_wer_GR,eval_wer_LU,eval_wer_NW,eval_wer_SG,eval_wer_SH,eval_wer_SO,eval_wer_SZ,eval_wer_TG,eval_wer_UR,eval_wer_VS,eval_wer_ZG,eval_wer_ZH,grad_norm,learning_rate,loss,step
0.0992063492063492,,,,,,,,,,,,,,,,,,,,,,,10.72719669342041,4.800000000000001e-06,0.8457,25
0.1984126984126984,,,,,,,,,,,,,,,,,,,,,,,4.483418941497803,9.800000000000001e-06,0.4873,50
0.2976190476190476,,,,,,,,,,,,,,,,,,,,,,,4.9910125732421875,9.801652892561985e-06,0.4966,75
0.3968253968253968,,,,,,,,,,,,,,,,,,,,,,,4.5796027183532715,9.59504132231405e-06,0.491,100
0.49603174603174605,,,,,,,,,,,,,,,,,,,,,,,7.773731708526611,9.388429752066116e-06,0.4894,125
0.49603174603174605,0.41549620032310486,82.5737,10.439,0.654,0.2503600576092175,0.26456542502387775,0.2847682119205298,0.25457875457875456,0.27848101265822783,0.22388059701492538,0.18095238095238095,0.21020408163265306,0.2222222222222222,0.20625,0.2926829268292683,0.2768361581920904,0.16666666666666666,0.27901785714285715,0.273972602739726,0.4,0.20327868852459016,0.22327272727272726,,,,125
0.5952380952380952,,,,,,,,,,,,,,,,,,,,,,,4.661139965057373,9.181818181818184e-06,0.4727,150
0.6944444444444444,,,,,,,,,,,,,,,,,,,,,,,4.709555625915527,8.97520661157025e-06,0.5138,175
0.7936507936507936,,,,,,,,,,,,,,,,,,,,,,,5.2058234214782715,8.768595041322315e-06,0.4953,200
0.8928571428571429,,,,,,,,,,,,,,,,,,,,,,,4.24125862121582,8.56198347107438e-06,0.4824,225
0.9920634920634921,,,,,,,,,,,,,,,,,,,,,,,4.881067752838135,8.355371900826446e-06,0.4674,250
0.9920634920634921,0.39084529876708984,84.0786,10.252,0.642,0.23019683149303888,0.25405921680993315,0.2536933265410087,0.2490842490842491,0.22784810126582278,0.22388059701492538,0.19047619047619047,0.19795918367346937,0.2222222222222222,0.20089285714285715,0.24390243902439024,0.2401129943502825,0.19230769230769232,0.25223214285714285,0.2465753424657534,0.35333333333333333,0.21639344262295082,0.18981818181818183,,,,250
1.0912698412698412,,,,,,,,,,,,,,,,,,,,,,,3.3598978519439697,8.148760330578514e-06,0.2898,275
1.1904761904761905,,,,,,,,,,,,,,,,,,,,,,,4.1263933181762695,7.94214876033058e-06,0.2839,300
1.2896825396825398,,,,,,,,,,,,,,,,,,,,,,,4.045781135559082,7.735537190082645e-06,0.2929,325
1.3888888888888888,,,,,,,,,,,,,,,,,,,,,,,3.221078395843506,7.528925619834712e-06,0.2682,350
1.4880952380952381,,,,,,,,,,,,,,,,,,,,,,,4.262206554412842,7.322314049586778e-06,0.314,375
1.4880952380952381,0.39042019844055176,84.8801,10.156,0.636,0.22407585213634182,0.23400191021967526,0.24605196128374937,0.25824175824175827,0.21518987341772153,0.19402985074626866,0.17142857142857143,0.19795918367346937,0.2222222222222222,0.1982142857142857,0.21951219512195122,0.2175141242937853,0.1794871794871795,0.2611607142857143,0.273972602739726,0.32666666666666666,0.18688524590163935,0.192,,,,375
1.5873015873015874,,,,,,,,,,,,,,,,,,,,,,,3.830901861190796,7.115702479338844e-06,0.2784,400
1.6865079365079365,,,,,,,,,,,,,,,,,,,,,,,4.314279079437256,6.90909090909091e-06,0.2905,425
1.7857142857142856,,,,,,,,,,,,,,,,,,,,,,,3.650148391723633,6.702479338842976e-06,0.3097,450
1.8849206349206349,,,,,,,,,,,,,,,,,,,,,,,4.64219331741333,6.495867768595042e-06,0.2896,475
1.9841269841269842,,,,,,,,,,,,,,,,,,,,,,,3.7739577293395996,6.289256198347108e-06,0.2812,500
1.9841269841269842,0.38865599036216736,84.6665,10.181,0.638,0.22791646663466156,0.2521489971346705,0.25267447784004077,0.24358974358974358,0.24050632911392406,0.22388059701492538,0.18095238095238095,0.19387755102040816,0.16666666666666666,0.1982142857142857,0.2926829268292683,0.24293785310734464,0.2692307692307692,0.24330357142857142,0.2602739726027397,0.35333333333333333,0.18688524590163935,0.1869090909090909,,,,500
2.0833333333333335,,,,,,,,,,,,,,,,,,,,,,,2.4898929595947266,6.082644628099174e-06,0.1878,525
2.1825396825396823,,,,,,,,,,,,,,,,,,,,,,,2.994155168533325,5.87603305785124e-06,0.1723,550
2.2817460317460316,,,,,,,,,,,,,,,,,,,,,,,3.575640916824341,5.669421487603306e-06,0.1799,575
2.380952380952381,,,,,,,,,,,,,,,,,,,,,,,3.0603082180023193,5.4628099173553726e-06,0.1709,600
2.4801587301587302,,,,,,,,,,,,,,,,,,,,,,,5.16564416885376,5.256198347107438e-06,0.1848,625
2.4801587301587302,0.4004652798175812,85.2586,10.11,0.633,0.23175708113298127,0.2636103151862464,0.25573102394294445,0.23626373626373626,0.24050632911392406,0.26865671641791045,0.23809523809523808,0.18979591836734694,0.2222222222222222,0.19553571428571428,0.1951219512195122,0.24293785310734464,0.28205128205128205,0.2611607142857143,0.273972602739726,0.31333333333333335,0.20655737704918034,0.19127272727272726,,,,625
