timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%]
2026/06/24 10:03:08.114, 93053, 97887, 100
2026/06/24 10:03:09.115, 93053, 97887, 72
2026/06/24 10:03:10.115, 93053, 97887, 100
2026/06/24 10:03:11.116, 93053, 97887, 100
2026/06/24 10:03:12.116, 93053, 97887, 72
2026/06/24 10:03:13.117, 93053, 97887, 100
2026/06/24 10:03:14.117, 93053, 97887, 100
2026/06/24 10:03:15.118, 93053, 97887, 71
2026/06/24 10:03:16.118, 93053, 97887, 100
2026/06/24 10:03:17.119, 93053, 97887, 100
2026/06/24 10:03:18.119, 93053, 97887, 74
2026/06/24 10:03:19.120, 93053, 97887, 97
2026/06/24 10:03:20.121, 93053, 97887, 100
2026/06/24 10:03:21.121, 93053, 97887, 85
2026/06/24 10:03:22.121, 93053, 97887, 84
2026/06/24 10:03:23.122, 93053, 97887, 100
2026/06/24 10:03:24.123, 93053, 97887, 78
2026/06/24 10:03:25.123, 93053, 97887, 93
2026/06/24 10:03:26.124, 93053, 97887, 0
2026/06/24 10:03:27.124, 93055, 97887, 67
2026/06/24 10:03:28.125, 93055, 97887, 7
2026/06/24 10:03:29.125, 93055, 97887, 8
2026/06/24 10:03:30.126, 93055, 97887, 0
2026/06/24 10:03:31.126, 93055, 97887, 0
2026/06/24 10:03:32.127, 93055, 97887, 44
2026/06/24 10:03:33.127, 93055, 97887, 100
2026/06/24 10:03:34.128, 93055, 97887, 90
2026/06/24 10:03:35.128, 93055, 97887, 100
2026/06/24 10:03:36.129, 93055, 97887, 100
2026/06/24 10:03:37.129, 93055, 97887, 89
2026/06/24 10:03:38.130, 93055, 97887, 100
2026/06/24 10:03:39.131, 93055, 97887, 97
2026/06/24 10:03:40.131, 93055, 97887, 98
2026/06/24 10:03:41.132, 93055, 97887, 100
2026/06/24 10:03:42.132, 93055, 97887, 100
2026/06/24 10:03:43.133, 93055, 97887, 89
2026/06/24 10:03:44.133, 93055, 97887, 100
2026/06/24 10:03:45.133, 93055, 97887, 80
2026/06/24 10:03:46.134, 93055, 97887, 100
2026/06/24 10:03:47.134, 93055, 97887, 100
2026/06/24 10:03:48.135, 93055, 97887, 100
2026/06/24 10:03:49.135, 93055, 97887, 97
2026/06/24 10:03:50.136, 93055, 97887, 100
2026/06/24 10:03:51.136, 93055, 97887, 72
2026/06/24 10:03:52.137, 93055, 97887, 100
2026/06/24 10:03:53.137, 93055, 97887, 100
2026/06/24 10:03:54.138, 93055, 97887, 85
2026/06/24 10:03:55.138, 93055, 97887, 100
2026/06/24 10:03:56.139, 93055, 97887, 77
2026/06/24 10:03:57.139, 93055, 97887, 100
2026/06/24 10:03:58.140, 93055, 97887, 100
2026/06/24 10:03:59.140, 93055, 97887, 100
2026/06/24 10:04:00.140, 93055, 97887, 97
2026/06/24 10:04:01.141, 93055, 97887, 100
2026/06/24 10:04:02.141, 93055, 97887, 75
2026/06/24 10:04:03.142, 93055, 97887, 100
2026/06/24 10:04:04.142, 93055, 97887, 100
2026/06/24 10:04:05.143, 93055, 97887, 93
2026/06/24 10:04:06.143, 93055, 97887, 97
2026/06/24 10:04:07.144, 93055, 97887, 98
2026/06/24 10:04:08.144, 93055, 97887, 96
2026/06/24 10:04:09.145, 93055, 97887, 100
2026/06/24 10:04:10.145, 93055, 97887, 100
2026/06/24 10:04:11.146, 93055, 97887, 92
2026/06/24 10:04:12.146, 93055, 97887, 100
2026/06/24 10:04:13.146, 93055, 97887, 80
2026/06/24 10:04:14.147, 93055, 97887, 98
2026/06/24 10:04:15.147, 93055, 97887, 100
2026/06/24 10:04:16.148, 93055, 97887, 100
2026/06/24 10:04:17.148, 93055, 97887, 93
2026/06/24 10:04:18.149, 93055, 97887, 100
2026/06/24 10:04:19.149, 93055, 97887, 97
2026/06/24 10:04:20.150, 93055, 97887, 98
2026/06/24 10:04:21.150, 93055, 97887, 100
2026/06/24 10:04:22.151, 93055, 97887, 100
2026/06/24 10:04:23.151, 93055, 97887, 93
2026/06/24 10:04:24.152, 93055, 97887, 100
2026/06/24 10:04:25.152, 93055, 97887, 82
2026/06/24 10:04:26.152, 93055, 97887, 100
2026/06/24 10:04:27.153, 93055, 97887, 100
2026/06/24 10:04:28.153, 93055, 97887, 100
2026/06/24 10:04:29.154, 93055, 97887, 91
2026/06/24 10:04:30.154, 93055, 97887, 100
2026/06/24 10:04:31.155, 93055, 97887, 73
2026/06/24 10:04:32.155, 93055, 97887, 100
2026/06/24 10:04:33.155, 93055, 97887, 100
2026/06/24 10:04:34.156, 93055, 97887, 100
2026/06/24 10:04:35.156, 93055, 97887, 97
2026/06/24 10:04:36.157, 93055, 97887, 100
2026/06/24 10:04:37.157, 93055, 97887, 73
2026/06/24 10:04:38.158, 93055, 97887, 100
2026/06/24 10:04:39.158, 93055, 97887, 100
2026/06/24 10:04:40.159, 93055, 97887, 96
2026/06/24 10:04:41.159, 93055, 97887, 97
2026/06/24 10:04:42.160, 93055, 97887, 100
2026/06/24 10:04:43.160, 93055, 97887, 90
2026/06/24 10:04:44.161, 93055, 97887, 100
2026/06/24 10:04:45.161, 93055, 97887, 100
2026/06/24 10:04:46.162, 93055, 97887, 93
2026/06/24 10:04:47.162, 93055, 97887, 100
2026/06/24 10:04:48.163, 93055, 97887, 80
2026/06/24 10:04:49.163, 93055, 97887, 100
2026/06/24 10:04:50.164, 93055, 97887, 100
2026/06/24 10:04:51.164, 93055, 97887, 100
2026/06/24 10:04:52.165, 93055, 97887, 91
2026/06/24 10:04:53.165, 93055, 97887, 100
2026/06/24 10:04:54.166, 93055, 97887, 71
2026/06/24 10:04:55.166, 93055, 97887, 100
2026/06/24 10:04:56.167, 93055, 97887, 100
2026/06/24 10:04:57.167, 93055, 97887, 100
2026/06/24 10:04:58.168, 93055, 97887, 84
2026/06/24 10:04:59.168, 93055, 97887, 100
2026/06/24 10:05:00.168, 93055, 97887, 75
2026/06/24 10:05:01.169, 93055, 97887, 100
2026/06/24 10:05:02.169, 93055, 97887, 100
2026/06/24 10:05:03.170, 93055, 97887, 100
2026/06/24 10:05:04.170, 93055, 97887, 97
2026/06/24 10:05:05.171, 93055, 97887, 100
2026/06/24 10:05:06.171, 93055, 97887, 89
2026/06/24 10:05:07.172, 93055, 97887, 100
2026/06/24 10:05:08.172, 93055, 97887, 100
2026/06/24 10:05:09.173, 93055, 97887, 93
2026/06/24 10:05:10.173, 93055, 97887, 100
2026/06/24 10:05:11.174, 93055, 97887, 90
2026/06/24 10:05:12.175, 93055, 97887, 97
2026/06/24 10:05:13.175, 93055, 97887, 100
2026/06/24 10:05:14.175, 93055, 97887, 100
2026/06/24 10:05:15.176, 93055, 97887, 91
2026/06/24 10:05:16.176, 93055, 97887, 100
2026/06/24 10:05:17.177, 93055, 97887, 100
2026/06/24 10:05:18.177, 93055, 97887, 79
2026/06/24 10:05:19.178, 93055, 97887, 100
2026/06/24 10:05:20.178, 93055, 97887, 0
2026/06/24 10:05:21.179, 93055, 97887, 0
2026/06/24 10:05:22.179, 93055, 97887, 100
2026/06/24 10:05:23.179, 93055, 97887, 94
2026/06/24 10:05:24.180, 93055, 97887, 71
2026/06/24 10:05:25.180, 93055, 97887, 100
2026/06/24 10:05:26.181, 93055, 97887, 95
2026/06/24 10:05:27.181, 93055, 97887, 71
2026/06/24 10:05:28.182, 93055, 97887, 100
2026/06/24 10:05:29.182, 93055, 97887, 100
2026/06/24 10:05:30.182, 93055, 97887, 70
2026/06/24 10:05:31.183, 93055, 97887, 100
2026/06/24 10:05:32.183, 93055, 97887, 94
2026/06/24 10:05:33.184, 93055, 97887, 67
2026/06/24 10:05:34.184, 93055, 97887, 100
2026/06/24 10:05:35.185, 93055, 97887, 100
2026/06/24 10:05:36.185, 93055, 97887, 69
2026/06/24 10:05:37.185, 93055, 97887, 100
2026/06/24 10:05:38.186, 93055, 97887, 100
2026/06/24 10:05:39.187, 93055, 97887, 64
2026/06/24 10:05:40.187, 93055, 97887, 100
2026/06/24 10:05:41.188, 93055, 97887, 100
2026/06/24 10:05:42.188, 93055, 97887, 100
2026/06/24 10:05:43.189, 93055, 97887, 69
2026/06/24 10:05:44.189, 93055, 97887, 100
2026/06/24 10:05:45.190, 93055, 97887, 94
2026/06/24 10:05:46.190, 93055, 97887, 70
2026/06/24 10:05:47.191, 93055, 97887, 100
2026/06/24 10:05:48.191, 93055, 97887, 100
2026/06/24 10:05:49.192, 93055, 97887, 69
2026/06/24 10:05:50.192, 93055, 97887, 100
2026/06/24 10:05:51.192, 93055, 97887, 94
2026/06/24 10:05:52.193, 93055, 97887, 68
2026/06/24 10:05:53.193, 93055, 97887, 100
2026/06/24 10:05:54.194, 93055, 97887, 100
2026/06/24 10:05:55.194, 93055, 97887, 71
2026/06/24 10:05:56.195, 93055, 97887, 100
2026/06/24 10:05:57.195, 93055, 97887, 100
2026/06/24 10:05:58.196, 93055, 97887, 70
2026/06/24 10:05:59.196, 93055, 97887, 100
2026/06/24 10:06:00.197, 93055, 97887, 90
2026/06/24 10:06:01.197, 93055, 97887, 81
2026/06/24 10:06:02.198, 93055, 97887, 100
2026/06/24 10:06:03.198, 93055, 97887, 71
2026/06/24 10:06:04.199, 93055, 97887, 96
2026/06/24 10:06:05.199, 93055, 97887, 100
2026/06/24 10:06:06.199, 93055, 97887, 100
2026/06/24 10:06:07.200, 93055, 97887, 69
2026/06/24 10:06:08.200, 93055, 97887, 100
2026/06/24 10:06:09.203, 93055, 97887, 100
2026/06/24 10:06:10.204, 93055, 97887, 69
2026/06/24 10:06:11.204, 93055, 97887, 100
2026/06/24 10:06:12.205, 93055, 97887, 90
2026/06/24 10:06:13.205, 93055, 97887, 80
2026/06/24 10:06:14.205, 93055, 97887, 100
2026/06/24 10:06:15.206, 93055, 97887, 70
2026/06/24 10:06:16.206, 93055, 97887, 100
2026/06/24 10:06:17.207, 93055, 97887, 100
2026/06/24 10:06:18.207, 93055, 97887, 93
2026/06/24 10:06:19.208, 93055, 97887, 77
2026/06/24 10:06:20.208, 93055, 97887, 100
2026/06/24 10:06:21.210, 93055, 97887, 69
2026/06/24 10:06:22.211, 93055, 97887, 100
2026/06/24 10:06:23.211, 93055, 97887, 100
2026/06/24 10:06:24.212, 93055, 97887, 60
2026/06/24 10:06:25.212, 93055, 97887, 100
2026/06/24 10:06:26.213, 93055, 97887, 75
2026/06/24 10:06:27.213, 93055, 97887, 90
2026/06/24 10:06:28.214, 93055, 97887, 100
2026/06/24 10:06:29.214, 93055, 97887, 68
2026/06/24 10:06:30.215, 93055, 97887, 100
2026/06/24 10:06:31.216, 93055, 97887, 94
2026/06/24 10:06:32.216, 93055, 97887, 67
2026/06/24 10:06:33.217, 93055, 97887, 100
2026/06/24 10:06:34.217, 93055, 97887, 93
2026/06/24 10:06:35.218, 93055, 97887, 65
2026/06/24 10:06:36.218, 93055, 97887, 100
2026/06/24 10:06:37.218, 93055, 97887, 100
2026/06/24 10:06:38.219, 93055, 97887, 69
2026/06/24 10:06:39.219, 93055, 97887, 100
2026/06/24 10:06:40.220, 93055, 97887, 100
2026/06/24 10:06:41.220, 93055, 97887, 68
2026/06/24 10:06:42.221, 93055, 97887, 27
2026/06/24 10:06:43.222, 93055, 97887, 63
2026/06/24 10:06:44.223, 93055, 97887, 12
2026/06/24 10:06:45.223, 93055, 97887, 0
2026/06/24 10:06:46.224, 93055, 97887, 0
2026/06/24 10:06:47.224, 93055, 97887, 0
2026/06/24 10:06:48.225, 93055, 97887, 0
2026/06/24 10:06:49.225, 93065, 97887, 12
2026/06/24 10:06:50.226, 93267, 97887, 0
2026/06/24 10:06:51.226, 93267, 97887, 0
2026/06/24 10:06:52.227, 93267, 97887, 58
2026/06/24 10:06:53.227, 93267, 97887, 100
2026/06/24 10:06:54.228, 93267, 97887, 100
2026/06/24 10:06:55.228, 93267, 97887, 100
2026/06/24 10:06:56.228, 93267, 97887, 97
2026/06/24 10:06:57.229, 93267, 97887, 100
2026/06/24 10:06:58.229, 93267, 97887, 83
2026/06/24 10:06:59.230, 93267, 97887, 100
2026/06/24 10:07:00.231, 93267, 97887, 100
2026/06/24 10:07:01.231, 93267, 97887, 93
2026/06/24 10:07:02.232, 93267, 97887, 100
2026/06/24 10:07:03.232, 93267, 97887, 93
2026/06/24 10:07:04.233, 93267, 97887, 100
2026/06/24 10:07:05.233, 93267, 97887, 77
2026/06/24 10:07:06.234, 93267, 97887, 100
2026/06/24 10:07:07.235, 93267, 97887, 100
2026/06/24 10:07:08.235, 93267, 97887, 100
2026/06/24 10:07:09.236, 93267, 97887, 90
2026/06/24 10:07:10.236, 93267, 97887, 100
2026/06/24 10:07:11.237, 93267, 97887, 78
2026/06/24 10:07:12.238, 93267, 97887, 100
2026/06/24 10:07:13.238, 93267, 97887, 100
2026/06/24 10:07:14.239, 93267, 97887, 97
2026/06/24 10:07:15.239, 93267, 97887, 100
2026/06/24 10:07:16.240, 93267, 97887, 76
2026/06/24 10:07:17.240, 93267, 97887, 100
2026/06/24 10:07:18.241, 93267, 97887, 100
2026/06/24 10:07:19.241, 93267, 97887, 93
2026/06/24 10:07:20.242, 93267, 97887, 97
2026/06/24 10:07:21.242, 93267, 97887, 100
2026/06/24 10:07:22.243, 93267, 97887, 96
2026/06/24 10:07:23.244, 93267, 97887, 100
2026/06/24 10:07:24.244, 93267, 97887, 100
2026/06/24 10:07:25.244, 93267, 97887, 89
2026/06/24 10:07:26.245, 93267, 97887, 100
2026/06/24 10:07:27.246, 93267, 97887, 73
2026/06/24 10:07:28.246, 93267, 97887, 100
2026/06/24 10:07:29.247, 93267, 97887, 100
2026/06/24 10:07:30.247, 93267, 97887, 100
2026/06/24 10:07:31.248, 93267, 97887, 92
2026/06/24 10:07:32.248, 93267, 97887, 100
2026/06/24 10:07:33.249, 93267, 97887, 100
2026/06/24 10:07:34.249, 93267, 97887, 85
2026/06/24 10:07:35.250, 93267, 97887, 100
2026/06/24 10:07:36.250, 93267, 97887, 100
2026/06/24 10:07:37.251, 93267, 97887, 92
2026/06/24 10:07:38.251, 93267, 97887, 97
2026/06/24 10:07:39.252, 93267, 97887, 100
2026/06/24 10:07:40.252, 93267, 97887, 75
2026/06/24 10:07:41.253, 93267, 97887, 100
2026/06/24 10:07:42.253, 93267, 97887, 100
2026/06/24 10:07:43.254, 93267, 97887, 100
2026/06/24 10:07:44.254, 93267, 97887, 97
2026/06/24 10:07:45.254, 93267, 97887, 100
2026/06/24 10:07:46.255, 93267, 97887, 74
2026/06/24 10:07:47.255, 93267, 97887, 100
2026/06/24 10:07:48.256, 93267, 97887, 100
2026/06/24 10:07:49.256, 93267, 97887, 100
2026/06/24 10:07:50.257, 93267, 97887, 97
2026/06/24 10:07:51.257, 93267, 97887, 100
2026/06/24 10:07:52.258, 93267, 97887, 58
2026/06/24 10:07:53.258, 93267, 97887, 100
2026/06/24 10:07:54.259, 93267, 97887, 100
2026/06/24 10:07:55.259, 93267, 97887, 100
2026/06/24 10:07:56.259, 93267, 97887, 86
2026/06/24 10:07:57.260, 93267, 97887, 100
2026/06/24 10:07:58.260, 93267, 97887, 84
2026/06/24 10:07:59.261, 93267, 97887, 98
2026/06/24 10:08:00.261, 93267, 97887, 100
2026/06/24 10:08:01.262, 93267, 97887, 100
2026/06/24 10:08:02.262, 93267, 97887, 92
2026/06/24 10:08:03.263, 93267, 97887, 100
2026/06/24 10:08:04.263, 93267, 97887, 94
2026/06/24 10:08:05.263, 93267, 97887, 92
2026/06/24 10:08:06.264, 93267, 97887, 100
2026/06/24 10:08:07.265, 93267, 97887, 100
2026/06/24 10:08:08.265, 93267, 97887, 92
2026/06/24 10:08:09.266, 93267, 97887, 100
2026/06/24 10:08:10.266, 93267, 97887, 98
2026/06/24 10:08:11.267, 93267, 97887, 92
2026/06/24 10:08:12.267, 93267, 97887, 100
2026/06/24 10:08:13.268, 93267, 97887, 100
2026/06/24 10:08:14.268, 93267, 97887, 92
2026/06/24 10:08:15.269, 93267, 97887, 100
2026/06/24 10:08:16.269, 93267, 97887, 100
2026/06/24 10:08:17.270, 93267, 97887, 85
2026/06/24 10:08:18.270, 93267, 97887, 100
2026/06/24 10:08:19.271, 93267, 97887, 100
2026/06/24 10:08:20.271, 93267, 97887, 100
2026/06/24 10:08:21.272, 93267, 97887, 97
2026/06/24 10:08:22.272, 93267, 97887, 100
2026/06/24 10:08:23.273, 93267, 97887, 73
2026/06/24 10:08:24.274, 93267, 97887, 100
2026/06/24 10:08:25.274, 93267, 97887, 100
2026/06/24 10:08:26.274, 93267, 97887, 100
2026/06/24 10:08:27.275, 93267, 97887, 97
2026/06/24 10:08:28.275, 93267, 97887, 100
2026/06/24 10:08:29.276, 93267, 97887, 68
2026/06/24 10:08:30.276, 93267, 97887, 100
2026/06/24 10:08:31.277, 93267, 97887, 100
2026/06/24 10:08:32.277, 93267, 97887, 100
2026/06/24 10:08:33.278, 93267, 97887, 100
2026/06/24 10:08:34.278, 93267, 97887, 89
2026/06/24 10:08:35.279, 93267, 97887, 100
2026/06/24 10:08:36.279, 93267, 97887, 69
2026/06/24 10:08:37.280, 93267, 97887, 100
2026/06/24 10:08:38.280, 93267, 97887, 0
2026/06/24 10:08:39.282, 93267, 97887, 0
2026/06/24 10:08:40.282, 93267, 97887, 100
2026/06/24 10:08:41.283, 93267, 97887, 97
2026/06/24 10:08:42.283, 93267, 97887, 67
2026/06/24 10:08:43.283, 93267, 97887, 100
2026/06/24 10:08:44.284, 93267, 97887, 95
2026/06/24 10:08:45.284, 93267, 97887, 68
2026/06/24 10:08:46.285, 93267, 97887, 100
2026/06/24 10:08:47.285, 93267, 97887, 94
2026/06/24 10:08:48.286, 93267, 97887, 67
2026/06/24 10:08:49.286, 93267, 97887, 100
2026/06/24 10:08:50.287, 93267, 97887, 94
2026/06/24 10:08:51.288, 93267, 97887, 69
2026/06/24 10:08:52.288, 93267, 97887, 100
2026/06/24 10:08:53.289, 93267, 97887, 94
2026/06/24 10:08:54.289, 93267, 97887, 69
2026/06/24 10:08:55.290, 93267, 97887, 100
2026/06/24 10:08:56.290, 93267, 97887, 94
2026/06/24 10:08:57.291, 93267, 97887, 69
2026/06/24 10:08:58.291, 93267, 97887, 100
2026/06/24 10:08:59.292, 93267, 97887, 100
2026/06/24 10:09:00.292, 93267, 97887, 67
2026/06/24 10:09:01.293, 93267, 97887, 100
2026/06/24 10:09:02.294, 93267, 97887, 100
