dialect,wer,cer,bleu
AG,25.0000,2.7778,42.7300
BE,45.0000,21.9858,23.9700
ZG,63.6364,20.2381,8.6100
ZH,50.0000,28.9474,26.2700
OVERALL,45.7273,20.0669,25.1100
