dialect,wer,cer,bleu
AG,26.27544677544677,12.220916568742656,65.47755361540887
BE,27.376356976356977,9.328726554787758,55.23953835632071
BL,46.191378066378064,19.210977701543737,44.82761844619095
GL,35.714285714285715,13.793103448275861,50.95172447616117
GR,65.38461538461539,24.793388429752067,28.74544935801139
LU,26.11823361823362,9.111617312072893,57.160026185153875
NW,70.0,31.03448275862069,8.450310992782928
SG,36.514152514152514,15.954415954415953,43.18519038620739
SO,14.45887445887446,5.150214592274678,66.64925407755938
TG,34.122914122914125,13.262599469496022,43.31188811236501
UR,40.27777777777778,18.51851851851852,36.63080985799297
VS,50.0,15.447154471544716,16.7078492908802
ZG,19.090909090909093,3.7735849056603774,64.76469986085014
ZH,36.53412064126349,16.32183908045977,42.90814402726197
OVERALL,32.42007992007993,12.676659528907924,51.045116307571725
