epoch,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_wer,eval_wer_AG,eval_wer_BE,eval_wer_BL,eval_wer_FR,eval_wer_GL,eval_wer_GR,eval_wer_LU,eval_wer_NW,eval_wer_SG,eval_wer_SH,eval_wer_SO,eval_wer_SZ,eval_wer_TG,eval_wer_UR,eval_wer_VS,eval_wer_ZG,eval_wer_ZH,grad_norm,learning_rate,loss,step
2.4801587301587302,0.3878075182437897,83.554,10.317,0.646,0.22479596735477678,0.25405921680993315,0.2521650534895568,0.23809523809523808,0.20253164556962025,0.22388059701492538,0.23809523809523808,0.2,0.2222222222222222,0.18571428571428572,0.1951219512195122,0.22598870056497175,0.28205128205128205,0.23883928571428573,0.273972602739726,0.32,0.18032786885245902,0.18618181818181817,,,,625
2.5793650793650795,,,,,,,,,,,,,,,,,,,,,,,4.27449893951416,5.049586776859504e-06,0.2656,650
2.678571428571429,,,,,,,,,,,,,,,,,,,,,,,2.2023708820343018,4.842975206611571e-06,0.2662,675
2.7777777777777777,,,,,,,,,,,,,,,,,,,,,,,3.4559414386749268,4.636363636363636e-06,0.2584,700
2.876984126984127,,,,,,,,,,,,,,,,,,,,,,,5.15086555480957,4.429752066115703e-06,0.2483,725
2.9761904761904763,,,,,,,,,,,,,,,,,,,,,,,3.786207437515259,4.2231404958677695e-06,0.2476,750
2.9761904761904763,0.38804441690444946,86.9787,9.91,0.621,0.221675468074892,0.24164278892072588,0.2445236882322975,0.2509157509157509,0.24050632911392406,0.22388059701492538,0.18095238095238095,0.1816326530612245,0.1111111111111111,0.19196428571428573,0.17073170731707318,0.22033898305084745,0.20512820512820512,0.24553571428571427,0.2876712328767123,0.31333333333333335,0.1901639344262295,0.1890909090909091,,,,750
3.0753968253968256,,,,,,,,,,,,,,,,,,,,,,,3.555873394012451,4.016528925619834e-06,0.2239,775
3.1746031746031744,,,,,,,,,,,,,,,,,,,,,,,4.287628650665283,3.809917355371901e-06,0.1979,800
3.2738095238095237,,,,,,,,,,,,,,,,,,,,,,,3.9478278160095215,3.603305785123967e-06,0.1874,825
3.373015873015873,,,,,,,,,,,,,,,,,,,,,,,3.117819309234619,3.3966942148760337e-06,0.194,850
3.4722222222222223,,,,,,,,,,,,,,,,,,,,,,,9.484464645385742,3.1900826446281e-06,0.1886,875
3.4722222222222223,0.4123651683330536,86.3982,9.977,0.625,0.22947671627460395,0.2617000955109838,0.25063678043810494,0.23809523809523808,0.22784810126582278,0.208955223880597,0.1619047619047619,0.20408163265306123,0.1111111111111111,0.20357142857142857,0.24390243902439024,0.23163841807909605,0.24358974358974358,0.24776785714285715,0.2671232876712329,0.3,0.19672131147540983,0.1970909090909091,,,,875
3.571428571428571,,,,,,,,,,,,,,,,,,,,,,,2.6303656101226807,2.9834710743801655e-06,0.1959,900
3.6706349206349205,,,,,,,,,,,,,,,,,,,,,,,4.259918689727783,2.7768595041322317e-06,0.1888,925
3.7698412698412698,,,,,,,,,,,,,,,,,,,,,,,4.160366535186768,2.570247933884298e-06,0.1789,950
3.869047619047619,,,,,,,,,,,,,,,,,,,,,,,2.920448064804077,2.363636363636364e-06,0.1864,975
3.9682539682539684,,,,,,,,,,,,,,,,,,,,,,,4.160878658294678,2.15702479338843e-06,0.1791,1000
3.9682539682539684,0.4075959026813507,86.5616,9.958,0.624,0.2243158905424868,0.23973256924546324,0.24503311258278146,0.2619047619047619,0.25316455696202533,0.22388059701492538,0.17142857142857143,0.18979591836734694,0.1111111111111111,0.19464285714285715,0.24390243902439024,0.21468926553672316,0.15384615384615385,0.27455357142857145,0.2534246575342466,0.31333333333333335,0.21639344262295082,0.1869090909090909,,,,1000
4.067460317460317,,,,,,,,,,,,,,,,,,,,,,,4.135064601898193,1.950413223140496e-06,0.1517,1025
4.166666666666667,,,,,,,,,,,,,,,,,,,,,,,8.996562004089355,1.7438016528925622e-06,0.1492,1050
4.265873015873016,,,,,,,,,,,,,,,,,,,,,,,3.2380564212799072,1.5371900826446282e-06,0.1566,1075
4.365079365079365,,,,,,,,,,,,,,,,,,,,,,,2.672264337539673,1.3305785123966943e-06,0.1483,1100
4.464285714285714,,,,,,,,,,,,,,,,,,,,,,,3.8784263134002686,1.1239669421487605e-06,0.1441,1125
4.464285714285714,0.4241817891597748,86.0129,10.022,0.628,0.22371579452712434,0.25405921680993315,0.2435048395313296,0.24358974358974358,0.17721518987341772,0.22388059701492538,0.14285714285714285,0.19795918367346937,0.1111111111111111,0.19017857142857142,0.24390243902439024,0.211864406779661,0.24358974358974358,0.2544642857142857,0.273972602739726,0.3466666666666667,0.20655737704918034,0.18763636363636363,,,,1125
4.563492063492063,,,,,,,,,,,,,,,,,,,,,,,3.3979897499084473,9.173553719008266e-07,0.1495,1150
4.662698412698413,,,,,,,,,,,,,,,,,,,,,,,1.0761663913726807,7.107438016528927e-07,0.1309,1175
4.761904761904762,,,,,,,,,,,,,,,,,,,,,,,2.343672037124634,5.041322314049587e-07,0.1416,1200
4.861111111111111,,,,,,,,,,,,,,,,,,,,,,,2.9736099243164062,2.975206611570248e-07,0.1456,1225
4.9603174603174605,,,,,,,,,,,,,,,,,,,,,,,2.9699721336364746,9.090909090909091e-08,0.1325,1250
4.9603174603174605,0.42600512504577637,86.5094,9.964,0.624,0.221435429668747,0.2511938872970392,0.2379011716760061,0.24358974358974358,0.21518987341772153,0.208955223880597,0.1619047619047619,0.18979591836734694,0.1111111111111111,0.18571428571428572,0.2682926829268293,0.21468926553672316,0.20512820512820512,0.2544642857142857,0.2602739726027397,0.34,0.2,0.192,,,,1250
