global_step,phase,max_allocated_bytes,max_reserved_bytes,max_allocated_gb,max_reserved_gb
59,train,92997489664,94973722624,86.6107,88.4512
60,train,92967335424,94973722624,86.5826,88.4512
61,train,93168589824,94973722624,86.77,88.4512
62,train,93703930368,95240060928,87.2686,88.6992
63,train,93253053952,95240060928,86.8487,88.6992
64,train,93261041664,95240060928,86.8561,88.6992
65,train,93179479040,95240060928,86.7802,88.6992
66,train,93153311232,95240060928,86.7558,88.6992
67,train,93253053952,95240060928,86.8487,88.6992
68,train,93037906944,95240060928,86.6483,88.6992
69,train,93153311232,95240060928,86.7558,88.6992
70,train,93168589824,95240060928,86.77,88.6992
71,train,93285180928,95240060928,86.8786,88.6992
72,train,92966969856,95240060928,86.5822,88.6992
73,train,93446053888,95240060928,87.0284,88.6992
74,train,93284976128,95240060928,86.8784,88.6992
75,train,93285180928,95240060928,86.8786,88.6992
76,train,93284976128,95240060928,86.8784,88.6992
77,train,93572534272,95240060928,87.1462,88.6992
78,train,92997227520,95240060928,86.6104,88.6992
79,train,93179479040,95240060928,86.7802,88.6992
80,train,93153311232,95240060928,86.7558,88.6992
81,train,93224484352,95240060928,86.8221,88.6992
82,train,93168589824,95240060928,86.77,88.6992
83,train,92967540224,95240060928,86.5828,88.6992
84,train,93223542272,95240060928,86.8212,88.6992
85,train,93153311232,95240060928,86.7558,88.6992
86,train,93037906944,95240060928,86.6483,88.6992
87,train,93038169088,95240060928,86.6485,88.6992
88,train,93153311232,95240060928,86.7558,88.6992
89,train,93168589824,95240060928,86.77,88.6992
90,train,93223542272,95240060928,86.8212,88.6992
91,train,93253053952,95240060928,86.8487,88.6992
92,train,93168589824,95240060928,86.77,88.6992
93,train,92991388160,95240060928,86.605,88.6992
94,train,93153311232,95240060928,86.7558,88.6992
95,train,92997489664,95240060928,86.6107,88.6992
96,train,92991183360,95240060928,86.6048,88.6992
97,train,93253053952,95240060928,86.8487,88.6992
98,train,93168589824,95240060928,86.77,88.6992
99,train,93224484352,95240060928,86.8221,88.6992
100,train,93168589824,95240060928,86.77,88.6992
101,train,93572534272,95240060928,87.1462,88.6992
102,train,93037906944,95240060928,86.6483,88.6992
103,train,93285180928,95240060928,86.8786,88.6992
104,train,92991183360,95240060928,86.6048,88.6992
105,train,93153311232,95240060928,86.7558,88.6992
106,train,93445791744,95240060928,87.0282,88.6992
107,train,92997489664,95240060928,86.6107,88.6992
108,train,93432499712,95240060928,87.0158,88.6992
109,train,92991388160,95240060928,86.605,88.6992
110,train,93037906944,95240060928,86.6483,88.6992
111,train,92901342720,95240060928,86.5211,88.6992
112,train,93178618880,95240060928,86.7794,88.6992
113,train,93261328384,95240060928,86.8564,88.6992
114,train,93153311232,95240060928,86.7558,88.6992
115,train,93038169088,95240060928,86.6485,88.6992
116,train,94031518720,95774834688,87.5737,89.1973
117,train,93253053952,95774834688,86.8487,89.1973
118,train,93178618880,95774834688,86.7794,89.1973
119,train,93261328384,95774834688,86.8564,89.1973
120,train,93254028800,95774834688,86.8496,89.1973
121,train,93168589824,95774834688,86.77,89.1973
122,train,93168589824,95774834688,86.77,89.1973
123,train,93153311232,95774834688,86.7558,89.1973
124,train,93168589824,95774834688,86.77,89.1973
125,train,93179479040,95774834688,86.7802,89.1973
125,eval,38976204800,96812924928,36.2994,90.1641
125,eval,38976459264,96812924928,36.2997,90.1641
125,eval,38996380160,96812924928,36.3182,90.1641
125,eval,38990554112,96812924928,36.3128,90.1641
125,eval,39035541504,96812924928,36.3547,90.1641
125,eval,38994749952,96812924928,36.3167,90.1641
125,eval,38950335488,96812924928,36.2753,90.1641
125,eval,38991012864,96812924928,36.3132,90.1641
125,eval,38950564864,96815022080,36.2755,90.166
125,eval,38984488960,96815022080,36.3071,90.166
125,eval,38944155648,96815022080,36.2696,90.166
125,eval,38950802944,96815022080,36.2758,90.166
125,eval,38917174272,96815022080,36.2444,90.166
125,eval,38958487552,96815022080,36.2829,90.166
125,eval,38951253504,96815022080,36.2762,90.166
125,eval,38951261696,96815022080,36.2762,90.166
125,eval,38951482880,96815022080,36.2764,90.166
125,eval,38975690240,96815022080,36.2989,90.166
125,eval,38991731712,96815022080,36.3139,90.166
125,eval,38986078720,96815022080,36.3086,90.166
125,eval,39044345856,96815022080,36.3629,90.166
125,eval,38959618560,96815022080,36.284,90.166
125,eval,38952269824,96815022080,36.2771,90.166
125,eval,39069512192,96815022080,36.3863,90.166
125,eval,38980740096,96815022080,36.3036,90.166
125,eval,38994307584,96815022080,36.3163,90.166
125,eval,38993326080,96815022080,36.3154,90.166
125,eval,39047606784,96815022080,36.3659,90.166
125,eval,38960299008,96815022080,36.2846,90.166
125,eval,38980453888,96815022080,36.3034,90.166
125,eval,38974371840,96815022080,36.2977,90.166
125,eval,39047565824,96815022080,36.3659,90.166
125,eval,38953797120,96815022080,36.2786,90.166
125,eval,39060597760,96815022080,36.378,90.166
125,eval,38974601728,96815022080,36.2979,90.166
125,eval,38998503936,96815022080,36.3202,90.166
125,eval,38998217216,96815022080,36.3199,90.166
125,eval,38954286080,96815022080,36.279,90.166
125,eval,38998217216,96815022080,36.3199,90.166
125,eval,38983261184,96815022080,36.306,90.166
125,eval,38991022080,96815022080,36.3132,90.166
125,eval,38998504448,96815022080,36.3202,90.166
125,eval,38995001856,96815022080,36.3169,90.166
125,eval,38995331584,96815022080,36.3172,90.166
125,eval,38995501568,96815022080,36.3174,90.166
125,eval,38991699968,96815022080,36.3139,90.166
125,eval,38960988160,96815022080,36.2852,90.166
125,eval,38984179200,96815022080,36.3068,90.166
125,eval,38982614528,96815022080,36.3054,90.166
125,eval,38992159232,96815022080,36.3143,90.166
125,eval,38939748352,96815022080,36.2655,90.166
125,eval,39044326400,96815022080,36.3629,90.166
125,eval,38994758656,96815022080,36.3167,90.166
125,eval,38459954176,96815022080,35.8186,90.166
126,train,93178618880,96815022080,86.7794,90.166
127,train,93153311232,96815022080,86.7558,90.166
128,train,92991183360,96815022080,86.6048,90.166
129,train,93168589824,96815022080,86.77,90.166
130,train,93037906944,96815022080,86.6483,90.166
131,train,93479901184,96815022080,87.0599,90.166
132,train,93284976128,96815022080,86.8784,90.166
133,train,93224484352,96815022080,86.8221,90.166
134,train,93153311232,96815022080,86.7558,90.166
135,train,93038169088,96815022080,86.6485,90.166
136,train,92991183360,96815022080,86.6048,90.166
137,train,93153311232,96815022080,86.7558,90.166
138,train,93261041664,96815022080,86.8561,90.166
139,train,93253053952,96815022080,86.8487,90.166
140,train,93037906944,96815022080,86.6483,90.166
141,train,93168589824,96815022080,86.77,90.166
142,train,93261041664,96815022080,86.8561,90.166
143,train,92997489664,96815022080,86.6107,90.166
144,train,93168589824,96815022080,86.77,90.166
145,train,93224484352,96815022080,86.8221,90.166
146,train,92991183360,96815022080,86.6048,90.166
147,train,93479901184,96815022080,87.0599,90.166
148,train,93254028800,96815022080,86.8496,90.166
149,train,93432761856,96815022080,87.016,90.166
150,train,92997227520,96815022080,86.6104,90.166
151,train,93479901184,96815022080,87.0599,90.166
152,train,92991183360,96815022080,86.6048,90.166
153,train,93153311232,96815022080,86.7558,90.166
154,train,92997227520,96815022080,86.6104,90.166
155,train,93179479040,96815022080,86.7802,90.166
156,train,93168589824,96815022080,86.77,90.166
157,train,93179479040,96815022080,86.7802,90.166
158,train,93284976128,96815022080,86.8784,90.166
159,train,92967540224,96815022080,86.5828,90.166
160,train,92991183360,96815022080,86.6048,90.166
161,train,93168589824,96815022080,86.77,90.166
162,train,92997227520,96815022080,86.6104,90.166
163,train,93261328384,96815022080,86.8564,90.166
164,train,93168589824,96815022080,86.77,90.166
165,train,93038169088,96815022080,86.6485,90.166
166,train,92997227520,96815022080,86.6104,90.166
167,train,93253053952,96815022080,86.8487,90.166
168,train,93037906944,96815022080,86.6483,90.166
169,train,93224484352,96815022080,86.8221,90.166
170,train,93254028800,96815022080,86.8496,90.166
171,train,93038169088,96815022080,86.6485,90.166
172,train,92997227520,96815022080,86.6104,90.166
173,train,93253053952,96815022080,86.8487,90.166
174,train,93223542272,96815022080,86.8212,90.166
175,train,93432761856,96815022080,87.016,90.166
176,train,93435192832,96815022080,87.0183,90.166
177,train,93435454976,96815022080,87.0185,90.166
178,train,93223542272,96815022080,86.8212,90.166
179,train,93432761856,96815022080,87.016,90.166
180,train,92997227520,96815022080,86.6104,90.166
181,train,93168589824,96815022080,86.77,90.166
182,train,93254028800,96815022080,86.8496,90.166
183,train,93432761856,96815022080,87.016,90.166
184,train,92966969856,96815022080,86.5822,90.166
185,train,93435454976,96815022080,87.0185,90.166
186,train,92901080576,96815022080,86.5209,90.166
187,train,93038169088,96815022080,86.6485,90.166
188,train,93037906944,96815022080,86.6483,90.166
189,train,92997489664,96815022080,86.6107,90.166
190,train,93153311232,96815022080,86.7558,90.166
191,train,93427479040,96815022080,87.0111,90.166
192,train,93445791744,96815022080,87.0282,90.166
193,train,93038169088,96815022080,86.6485,90.166
194,train,93153311232,96815022080,86.7558,90.166
195,train,93168589824,96815022080,86.77,90.166
196,train,93428109312,96815022080,87.0117,90.166
197,train,93572534272,96815022080,87.1462,90.166
198,train,92997227520,96815022080,86.6104,90.166
199,train,93038169088,96815022080,86.6485,90.166
200,train,93428109312,96815022080,87.0117,90.166
201,train,93038169088,96815022080,86.6485,90.166
202,train,93168589824,96815022080,86.77,90.166
203,train,92956754944,96815022080,86.5727,90.166
204,train,93572272128,96815022080,87.146,90.166
205,train,93224484352,96815022080,86.8221,90.166
206,train,93428109312,96815022080,87.0117,90.166
207,train,93038169088,96815022080,86.6485,90.166
208,train,93428109312,96815022080,87.0117,90.166
209,train,93153311232,96815022080,86.7558,90.166
210,train,92997227520,96815022080,86.6104,90.166
211,train,92997489664,96815022080,86.6107,90.166
212,train,93223542272,96815022080,86.8212,90.166
213,train,93261328384,96815022080,86.8564,90.166
214,train,93178618880,96815022080,86.7794,90.166
215,train,93153311232,96815022080,86.7558,90.166
216,train,93168589824,96815022080,86.77,90.166
217,train,92997489664,96815022080,86.6107,90.166
218,train,93284976128,96815022080,86.8784,90.166
219,train,92967540224,96815022080,86.5828,90.166
220,train,92991183360,96815022080,86.6048,90.166
221,train,93435454976,96815022080,87.0185,90.166
222,train,93284976128,96815022080,86.8784,90.166
223,train,93285180928,96815022080,86.8786,90.166
224,train,92997227520,96815022080,86.6104,90.166
225,train,93168589824,96815022080,86.77,90.166
226,train,92967335424,96815022080,86.5826,90.166
227,train,93253053952,96815022080,86.8487,90.166
228,train,93284976128,96815022080,86.8784,90.166
229,train,93153311232,96815022080,86.7558,90.166
230,train,93284976128,96815022080,86.8784,90.166
231,train,93179479040,96815022080,86.7802,90.166
232,train,93254028800,96815022080,86.8496,90.166
233,train,93427479040,96815022080,87.0111,90.166
234,train,93037906944,96815022080,86.6483,90.166
235,train,93261328384,96815022080,86.8564,90.166
236,train,93168589824,96815022080,86.77,90.166
237,train,93253053952,96815022080,86.8487,90.166
238,train,92991183360,96815022080,86.6048,90.166
239,train,93038169088,96815022080,86.6485,90.166
240,train,93428109312,96815022080,87.0117,90.166
241,train,93224484352,96815022080,86.8221,90.166
242,train,93261041664,96815022080,86.8561,90.166
243,train,93179479040,96815022080,86.7802,90.166
244,train,93037906944,96815022080,86.6483,90.166
245,train,92997489664,96815022080,86.6107,90.166
246,train,93261041664,96815022080,86.8561,90.166
247,train,93179479040,96815022080,86.7802,90.166
248,train,93284976128,96815022080,86.8784,90.166
249,train,93261328384,96815022080,86.8564,90.166
250,train,93178618880,96815022080,86.7794,90.166
250,eval,38976204800,96815022080,36.2994,90.166
250,eval,38976459264,96815022080,36.2997,90.166
250,eval,38996380160,96815022080,36.3182,90.166
250,eval,38990051328,96815022080,36.3123,90.166
250,eval,39035541504,96815022080,36.3547,90.166
250,eval,38993578496,96815022080,36.3156,90.166
250,eval,38950335488,96815022080,36.2753,90.166
250,eval,38990510080,96815022080,36.3127,90.166
250,eval,38950564864,96815022080,36.2755,90.166
250,eval,38983986176,96815022080,36.3067,90.166
250,eval,38944155648,96815022080,36.2696,90.166
250,eval,38950540800,96815022080,36.2755,90.166
250,eval,38917174272,96815022080,36.2444,90.166
250,eval,38958225408,96815022080,36.2827,90.166
250,eval,38951253504,96815022080,36.2762,90.166
250,eval,38950999552,96815022080,36.2759,90.166
250,eval,38951482880,96815022080,36.2764,90.166
250,eval,38975690240,96815022080,36.2989,90.166
250,eval,38991731712,96815022080,36.3139,90.166
250,eval,38985575936,96815022080,36.3081,90.166
250,eval,39044345856,96815022080,36.3629,90.166
250,eval,38959356416,96815022080,36.2837,90.166
250,eval,38952269824,96815022080,36.2771,90.166
250,eval,39067996672,96815022080,36.3849,90.166
250,eval,38980740096,96815022080,36.3036,90.166
250,eval,38993857024,96815022080,36.3159,90.166
250,eval,38993326080,96815022080,36.3154,90.166
250,eval,39047426560,96815022080,36.3657,90.166
250,eval,38960299008,96815022080,36.2846,90.166
250,eval,38980609536,96815022080,36.3035,90.166
250,eval,38974371840,96815022080,36.2977,90.166
250,eval,39047385600,96815022080,36.3657,90.166
250,eval,38953797120,96815022080,36.2786,90.166
250,eval,39060335616,96815022080,36.3778,90.166
250,eval,38974601728,96815022080,36.2979,90.166
250,eval,38994743808,96815022080,36.3167,90.166
250,eval,38998217216,96815022080,36.3199,90.166
250,eval,38954023936,96815022080,36.2788,90.166
250,eval,38998217216,96815022080,36.3199,90.166
250,eval,38983261184,96815022080,36.306,90.166
250,eval,38991022080,96815022080,36.3132,90.166
250,eval,38994744320,96815022080,36.3167,90.166
250,eval,38995001856,96815022080,36.3169,90.166
250,eval,38993242624,96815022080,36.3153,90.166
250,eval,38995501568,96815022080,36.3174,90.166
250,eval,38990377984,96815022080,36.3126,90.166
250,eval,38960988160,96815022080,36.2852,90.166
250,eval,38984179200,96815022080,36.3068,90.166
250,eval,38982614528,96815022080,36.3054,90.166
250,eval,38990837248,96815022080,36.313,90.166
250,eval,38939748352,96815022080,36.2655,90.166
250,eval,39043056640,96815022080,36.3617,90.166
250,eval,38994758656,96815022080,36.3167,90.166
250,eval,38459954176,96815022080,35.8186,90.166
251,train,93179479040,96815022080,86.7802,90.166
252,train,70600494080,97037320192,65.7518,90.373
253,train,93179479040,97037320192,86.7802,90.373
254,train,92967335424,97037320192,86.5826,90.373
255,train,93224484352,97037320192,86.8221,90.373
256,train,93153311232,97037320192,86.7558,90.373
257,train,93153311232,97037320192,86.7558,90.373
258,train,93223542272,97037320192,86.8212,90.373
259,train,93179479040,97037320192,86.7802,90.373
260,train,93479639040,97037320192,87.0597,90.373
261,train,93261328384,97037320192,86.8564,90.373
262,train,93261041664,97037320192,86.8561,90.373
263,train,93253053952,97037320192,86.8487,90.373
264,train,93037906944,97037320192,86.6483,90.373
265,train,93432761856,97037320192,87.016,90.373
266,train,93284976128,97037320192,86.8784,90.373
267,train,93179479040,97037320192,86.7802,90.373
268,train,93254028800,97037320192,86.8496,90.373
269,train,93038169088,97037320192,86.6485,90.373
270,train,93254028800,97037320192,86.8496,90.373
271,train,93224484352,97037320192,86.8221,90.373
272,train,92997227520,97037320192,86.6104,90.373
273,train,93168589824,97037320192,86.77,90.373
274,train,92997227520,97037320192,86.6104,90.373
275,train,93038169088,97037320192,86.6485,90.373
276,train,92966969856,97037320192,86.5822,90.373
277,train,93261328384,97037320192,86.8564,90.373
278,train,93254028800,97037320192,86.8496,90.373
279,train,93153311232,97037320192,86.7558,90.373
280,train,93435192832,97037320192,87.0183,90.373
281,train,92967540224,97037320192,86.5828,90.373
282,train,92997227520,97037320192,86.6104,90.373
283,train,93432761856,97037320192,87.016,90.373
284,train,93428109312,97037320192,87.0117,90.373
285,train,93261328384,97037320192,86.8564,90.373
286,train,93428109312,97037320192,87.0117,90.373
287,train,93038169088,97037320192,86.6485,90.373
288,train,93445791744,97037320192,87.0282,90.373
289,train,93427479040,97037320192,87.0111,90.373
290,train,93178618880,97037320192,86.7794,90.373
291,train,92997489664,97037320192,86.6107,90.373
292,train,93037906944,97037320192,86.6483,90.373
293,train,93168589824,97037320192,86.77,90.373
294,train,93254028800,97037320192,86.8496,90.373
295,train,93038169088,97037320192,86.6485,90.373
296,train,93254028800,97037320192,86.8496,90.373
297,train,93253053952,97037320192,86.8487,90.373
298,train,93153311232,97037320192,86.7558,90.373
299,train,93432761856,97037320192,87.016,90.373
300,train,93168589824,97037320192,86.77,90.373
301,train,93038169088,97037320192,86.6485,90.373
302,train,93153311232,97037320192,86.7558,90.373
303,train,93038169088,97037320192,86.6485,90.373
304,train,93178618880,97037320192,86.7794,90.373
305,train,93168589824,97037320192,86.77,90.373
306,train,93284976128,97037320192,86.8784,90.373
307,train,93224484352,97037320192,86.8221,90.373
308,train,93168589824,97037320192,86.77,90.373
309,train,92967540224,97037320192,86.5828,90.373
310,train,93223542272,97037320192,86.8212,90.373
311,train,93168589824,97037320192,86.77,90.373
312,train,93428109312,97037320192,87.0117,90.373
313,train,92967174656,97037320192,86.5824,90.373
314,train,93223542272,97037320192,86.8212,90.373
315,train,92997489664,97037320192,86.6107,90.373
316,train,92997227520,97037320192,86.6104,90.373
317,train,93261328384,97037320192,86.8564,90.373
318,train,93178618880,97037320192,86.7794,90.373
319,train,93224484352,97037320192,86.8221,90.373
320,train,93153311232,97037320192,86.7558,90.373
321,train,93253053952,97037320192,86.8487,90.373
322,train,93178618880,97037320192,86.7794,90.373
323,train,93285180928,97037320192,86.8786,90.373
324,train,93254028800,97037320192,86.8496,90.373
325,train,93168589824,97037320192,86.77,90.373
326,train,93445791744,97037320192,87.0282,90.373
327,train,93224484352,97037320192,86.8221,90.373
328,train,93178618880,97037320192,86.7794,90.373
329,train,93435454976,97037320192,87.0185,90.373
330,train,93435192832,97037320192,87.0183,90.373
331,train,93572534272,97037320192,87.1462,90.373
332,train,93284976128,97037320192,86.8784,90.373
333,train,93285180928,97037320192,86.8786,90.373
334,train,93168589824,97037320192,86.77,90.373
335,train,92991388160,97037320192,86.605,90.373
336,train,92991183360,97037320192,86.6048,90.373
337,train,93179479040,97037320192,86.7802,90.373
338,train,93432499712,97037320192,87.0158,90.373
339,train,92967540224,97037320192,86.5828,90.373
340,train,93178618880,97037320192,86.7794,90.373
341,train,92997489664,97037320192,86.6107,90.373
342,train,93153311232,97037320192,86.7558,90.373
343,train,93179479040,97037320192,86.7802,90.373
344,train,93284976128,97037320192,86.8784,90.373
345,train,92997489664,97037320192,86.6107,90.373
346,train,93428109312,97037320192,87.0117,90.373
347,train,93168589824,97037320192,86.77,90.373
348,train,93178618880,97037320192,86.7794,90.373
349,train,93153311232,97037320192,86.7558,90.373
350,train,93037906944,97037320192,86.6483,90.373
351,train,93224484352,97037320192,86.8221,90.373
352,train,93572272128,97037320192,87.146,90.373
353,train,93446053888,97037320192,87.0284,90.373
354,train,93479639040,97037320192,87.0597,90.373
355,train,92991388160,97037320192,86.605,90.373
356,train,93168589824,97037320192,86.77,90.373
357,train,92997489664,97037320192,86.6107,90.373
358,train,92997227520,97037320192,86.6104,90.373
359,train,93038169088,97037320192,86.6485,90.373
360,train,93284976128,97037320192,86.8784,90.373
361,train,93153311232,97037320192,86.7558,90.373
362,train,93168589824,97037320192,86.77,90.373
363,train,92991388160,97037320192,86.605,90.373
364,train,93254028800,97037320192,86.8496,90.373
365,train,93479901184,97037320192,87.0599,90.373
366,train,92991183360,97037320192,86.6048,90.373
367,train,93572534272,97037320192,87.1462,90.373
368,train,93526571008,97037320192,87.1034,90.373
369,train,93253053952,97037320192,86.8487,90.373
370,train,93223542272,97037320192,86.8212,90.373
371,train,92991388160,97037320192,86.605,90.373
372,train,93153311232,97037320192,86.7558,90.373
373,train,93168589824,97037320192,86.77,90.373
374,train,93261041664,97037320192,86.8561,90.373
375,train,93179479040,97037320192,86.7802,90.373
375,eval,38976204800,97037320192,36.2994,90.373
375,eval,38976459264,97037320192,36.2997,90.373
375,eval,38996380160,97037320192,36.3182,90.373
375,eval,38990554112,97037320192,36.3128,90.373
375,eval,39035541504,97037320192,36.3547,90.373
375,eval,38994749952,97037320192,36.3167,90.373
375,eval,38950335488,97037320192,36.2753,90.373
375,eval,38991012864,97037320192,36.3132,90.373
375,eval,38950564864,97037320192,36.2755,90.373
375,eval,38984488960,97037320192,36.3071,90.373
375,eval,38944155648,97037320192,36.2696,90.373
375,eval,38950802944,97037320192,36.2758,90.373
375,eval,38917174272,97037320192,36.2444,90.373
375,eval,38958487552,97037320192,36.2829,90.373
375,eval,38951253504,97037320192,36.2762,90.373
375,eval,38951261696,97037320192,36.2762,90.373
375,eval,38951482880,97037320192,36.2764,90.373
375,eval,38975690240,97037320192,36.2989,90.373
375,eval,38991731712,97037320192,36.3139,90.373
375,eval,38986078720,97037320192,36.3086,90.373
375,eval,39044345856,97037320192,36.3629,90.373
375,eval,38959618560,97037320192,36.284,90.373
375,eval,38952269824,97037320192,36.2771,90.373
375,eval,39069512192,97037320192,36.3863,90.373
375,eval,38980740096,97037320192,36.3036,90.373
375,eval,38994307584,97037320192,36.3163,90.373
375,eval,38993326080,97037320192,36.3154,90.373
375,eval,39047606784,97037320192,36.3659,90.373
375,eval,38960299008,97037320192,36.2846,90.373
375,eval,38980453888,97037320192,36.3034,90.373
375,eval,38974371840,97037320192,36.2977,90.373
375,eval,39047565824,97037320192,36.3659,90.373
375,eval,38953797120,97037320192,36.2786,90.373
375,eval,39060597760,97037320192,36.378,90.373
375,eval,38974601728,97037320192,36.2979,90.373
375,eval,38998503936,97037320192,36.3202,90.373
375,eval,38998217216,97037320192,36.3199,90.373
375,eval,38954286080,97037320192,36.279,90.373
375,eval,38998217216,97037320192,36.3199,90.373
375,eval,38983261184,97037320192,36.306,90.373
375,eval,38991022080,97037320192,36.3132,90.373
375,eval,38998504448,97037320192,36.3202,90.373
375,eval,38995001856,97037320192,36.3169,90.373
375,eval,38995331584,97037320192,36.3172,90.373
375,eval,38995501568,97037320192,36.3174,90.373
375,eval,38991699968,97037320192,36.3139,90.373
375,eval,38960988160,97037320192,36.2852,90.373
375,eval,38984179200,97037320192,36.3068,90.373
375,eval,38982614528,97037320192,36.3054,90.373
375,eval,38992159232,97037320192,36.3143,90.373
375,eval,38939748352,97037320192,36.2655,90.373
375,eval,39044326400,97037320192,36.3629,90.373
375,eval,38994758656,97037320192,36.3167,90.373
375,eval,38459954176,97037320192,35.8186,90.373
376,train,93432499712,97037320192,87.0158,90.373
377,train,93285180928,97037320192,86.8786,90.373
378,train,93572272128,97037320192,87.146,90.373
379,train,93253053952,97037320192,86.8487,90.373
380,train,93037906944,97037320192,86.6483,90.373
381,train,93261328384,97037320192,86.8564,90.373
382,train,92997227520,97037320192,86.6104,90.373
383,train,93261328384,97037320192,86.8564,90.373
384,train,92956550144,97037320192,86.5725,90.373
385,train,93285180928,97037320192,86.8786,90.373
386,train,92997227520,97037320192,86.6104,90.373
387,train,93285180928,97037320192,86.8786,90.373
388,train,93178618880,97037320192,86.7794,90.373
389,train,92997489664,97037320192,86.6107,90.373
390,train,92991183360,97037320192,86.6048,90.373
391,train,93224484352,97037320192,86.8221,90.373
392,train,93284976128,97037320192,86.8784,90.373
393,train,93179479040,97037320192,86.7802,90.373
394,train,92991183360,97037320192,86.6048,90.373
395,train,93179479040,97037320192,86.7802,90.373
396,train,92967335424,97037320192,86.5826,90.373
397,train,93168589824,97037320192,86.77,90.373
398,train,93428109312,97037320192,87.0117,90.373
399,train,93168589824,97037320192,86.77,90.373
400,train,93153311232,97037320192,86.7558,90.373
401,train,93253053952,97037320192,86.8487,90.373
402,train,93168589824,97037320192,86.77,90.373
403,train,93168589824,97037320192,86.77,90.373
404,train,93178618880,97037320192,86.7794,90.373
405,train,93224484352,97037320192,86.8221,90.373
406,train,93445791744,97037320192,87.0282,90.373
407,train,92997489664,97037320192,86.6107,90.373
408,train,93153311232,97037320192,86.7558,90.373
409,train,93432761856,97037320192,87.016,90.373
410,train,93037906944,97037320192,86.6483,90.373
411,train,92997489664,97037320192,86.6107,90.373
412,train,93432499712,97037320192,87.0158,90.373
413,train,92997489664,97037320192,86.6107,90.373
414,train,92997227520,97037320192,86.6104,90.373
415,train,93153311232,97037320192,86.7558,90.373
416,train,92997227520,97037320192,86.6104,90.373
417,train,93153311232,97037320192,86.7558,90.373
418,train,93254028800,97037320192,86.8496,90.373
419,train,93153311232,97037320192,86.7558,90.373
420,train,93037906944,97037320192,86.6483,90.373
421,train,93285180928,97037320192,86.8786,90.373
422,train,93178618880,97037320192,86.7794,90.373
423,train,92997489664,97037320192,86.6107,90.373
424,train,93254028800,97037320192,86.8496,90.373
425,train,93179479040,97037320192,86.7802,90.373
426,train,93254028800,97037320192,86.8496,90.373
427,train,92967540224,97037320192,86.5828,90.373
428,train,94031518720,97037320192,87.5737,90.373
429,train,93261328384,97037320192,86.8564,90.373
430,train,93428109312,97037320192,87.0117,90.373
431,train,92991388160,97037320192,86.605,90.373
432,train,93284976128,97037320192,86.8784,90.373
433,train,93168589824,97037320192,86.77,90.373
