global_step,phase,max_allocated_bytes,max_reserved_bytes,max_allocated_gb,max_reserved_gb
125,eval,26288617984,76724305920,24.4832,71.4551
125,eval,26343013376,76724305920,24.5338,71.4551
125,eval,26305246208,76724305920,24.4987,71.4551
125,eval,26349742080,76724305920,24.5401,71.4551
125,eval,26320992768,76724305920,24.5133,71.4551
125,eval,26261196800,76724305920,24.4576,71.4551
125,eval,26305704960,76724305920,24.4991,71.4551
125,eval,26261426176,76726403072,24.4579,71.457
125,eval,26295158784,76726403072,24.4893,71.457
125,eval,26254935040,76726403072,24.4518,71.457
125,eval,26263450112,76726403072,24.4597,71.457
125,eval,26226970624,76726403072,24.4258,71.457
125,eval,26269824000,76726403072,24.4657,71.457
125,eval,26262114816,76726403072,24.4585,71.457
125,eval,26263908864,76726403072,24.4602,71.457
125,eval,26262344192,76726403072,24.4587,71.457
125,eval,26287698432,76726403072,24.4823,71.457
125,eval,26308114432,76726403072,24.5013,71.457
125,eval,26296748544,76726403072,24.4908,71.457
125,eval,26358915072,76726403072,24.5487,71.457
125,eval,26270955008,76726403072,24.4667,71.457
125,eval,26263131136,76726403072,24.4594,71.457
125,eval,26407076352,76726403072,24.5935,71.457
125,eval,26291961856,76726403072,24.4863,71.457
125,eval,26309450240,76726403072,24.5026,71.457
125,eval,26325499904,76726403072,24.5175,71.457
125,eval,26362061312,76726403072,24.5516,71.457
125,eval,26271242240,76726403072,24.467,71.457
125,eval,26296730112,76726403072,24.4907,71.457
125,eval,26290787328,76726403072,24.4852,71.457
125,eval,26362118656,76726403072,24.5516,71.457
125,eval,26266162688,76726403072,24.4623,71.457
125,eval,26383096832,76726403072,24.5712,71.457
125,eval,26290787840,76726403072,24.4852,71.457
125,eval,26326934016,76726403072,24.5189,71.457
125,eval,26345817088,76726403072,24.5365,71.457
125,eval,26265663488,76726403072,24.4618,71.457
125,eval,26345817088,76726403072,24.5365,71.457
125,eval,26296730624,76726403072,24.4907,71.457
125,eval,26330437632,76726403072,24.5221,71.457
125,eval,26324354048,76726403072,24.5165,71.457
125,eval,26308673024,76726403072,24.5019,71.457
125,eval,26331027968,76726403072,24.5227,71.457
125,eval,26310344192,76726403072,24.5034,71.457
125,eval,26298634240,76726403072,24.4925,71.457
125,eval,26271276032,76726403072,24.467,71.457
125,eval,26294240768,76726403072,24.4884,71.457
125,eval,26295191040,76726403072,24.4893,71.457
125,eval,26299093504,76726403072,24.4929,71.457
125,eval,26253667840,76726403072,24.4506,71.457
125,eval,26356167680,76726403072,24.5461,71.457
125,eval,26334698496,76726403072,24.5261,71.457
125,eval,25777660928,76726403072,24.0073,71.457
126,train,73394302464,76726403072,68.3538,71.457
127,train,73333082624,76726403072,68.2968,71.457
128,train,73206370304,76726403072,68.1787,71.457
129,train,73371328000,76726403072,68.3324,71.457
130,train,73256563712,76726403072,68.2255,71.457
131,train,73791866368,76726403072,68.724,71.457
132,train,73559956480,76726403072,68.508,71.457
133,train,73443227136,76726403072,68.3993,71.457
134,train,73334393344,76726403072,68.298,71.457
135,train,73255626752,76726403072,68.2246,71.457
136,train,73206370304,76726403072,68.1787,71.457
137,train,73333082624,76726403072,68.2968,71.457
138,train,73512399360,76726403072,68.4638,71.457
139,train,73476382208,76726403072,68.4302,71.457
140,train,73256563712,76726403072,68.2255,71.457
141,train,73371328000,76726403072,68.3324,71.457
142,train,73512399360,76726403072,68.4638,71.457
143,train,73227057152,76726403072,68.198,71.457
144,train,73372638720,76726403072,68.3336,71.457
145,train,73443227136,76726403072,68.3993,71.457
146,train,73206370304,76726403072,68.1787,71.457
147,train,73791866368,76726403072,68.724,71.457
148,train,73477799424,76726403072,68.4315,71.457
149,train,73637351936,76726403072,68.5801,71.457
150,train,73227994112,76726403072,68.1989,71.457
151,train,73791866368,76726403072,68.724,71.457
152,train,73206370304,76726403072,68.1787,71.457
153,train,73333082624,76726403072,68.2968,71.457
154,train,73227994112,76726403072,68.1989,71.457
155,train,73393008128,76726403072,68.3526,71.457
156,train,73372638720,76726403072,68.3336,71.457
157,train,73393008128,76726403072,68.3526,71.457
158,train,73559956480,76726403072,68.508,71.457
159,train,73184449536,76726403072,68.1583,71.457
160,train,73206370304,76726403072,68.1787,71.457
161,train,73371328000,76726403072,68.3324,71.457
162,train,73227994112,76726403072,68.1989,71.457
163,train,73511309824,76726403072,68.4627,71.457
164,train,73372638720,76726403072,68.3336,71.457
165,train,73255626752,76726403072,68.2246,71.457
166,train,73227994112,76726403072,68.1989,71.457
167,train,73476382208,76726403072,68.4302,71.457
168,train,73256563712,76726403072,68.2255,71.457
169,train,73443227136,76726403072,68.3993,71.457
170,train,73477799424,76726403072,68.4315,71.457
171,train,73255626752,76726403072,68.2246,71.457
172,train,73227994112,76726403072,68.1989,71.457
173,train,73476382208,76726403072,68.4302,71.457
174,train,73443628544,76726403072,68.3997,71.457
175,train,73637351936,76726403072,68.5801,71.457
176,train,73683747328,76726403072,68.6233,71.457
177,train,73682739712,76726403072,68.6224,71.457
178,train,73443628544,76726403072,68.3997,71.457
179,train,73637351936,76726403072,68.5801,71.457
180,train,73227994112,76726403072,68.1989,71.457
181,train,73371328000,76726403072,68.3324,71.457
182,train,73477799424,76726403072,68.4315,71.457
183,train,73637351936,76726403072,68.5801,71.457
184,train,73155454464,76726403072,68.1313,71.457
185,train,73682739712,76726403072,68.6224,71.457
186,train,73096675840,76726403072,68.0766,71.457
187,train,73255626752,76726403072,68.2246,71.457
188,train,73256563712,76726403072,68.2255,71.457
189,train,73227057152,76726403072,68.198,71.457
190,train,73334393344,76726403072,68.298,71.457
191,train,73593729024,76726403072,68.5395,71.457
192,train,73729750528,76726403072,68.6662,71.457
193,train,73255626752,76726403072,68.2246,71.457
194,train,73334393344,76726403072,68.298,71.457
195,train,73371328000,76726403072,68.3324,71.457
196,train,73594818560,76726403072,68.5405,71.457
197,train,73863540736,76726403072,68.7908,71.457
198,train,73227994112,76726403072,68.1989,71.457
199,train,73255626752,76726403072,68.2246,71.457
200,train,73594818560,76726403072,68.5405,71.457
201,train,73255626752,76726403072,68.2246,71.457
202,train,73372638720,76726403072,68.3336,71.457
203,train,73121491456,76726403072,68.0997,71.457
204,train,73867743232,76726403072,68.7947,71.457
205,train,73443227136,76726403072,68.3993,71.457
206,train,73594818560,76726403072,68.5405,71.457
207,train,73255626752,76726403072,68.2246,71.457
208,train,73594818560,76726403072,68.5405,71.457
209,train,73333082624,76726403072,68.2968,71.457
210,train,73227994112,76726403072,68.1989,71.457
211,train,73227057152,76726403072,68.198,71.457
212,train,73443628544,76726403072,68.3997,71.457
213,train,73511309824,76726403072,68.4627,71.457
214,train,73394302464,76726403072,68.3538,71.457
215,train,73333082624,76726403072,68.2968,71.457
216,train,73372638720,76726403072,68.3336,71.457
217,train,73227057152,76726403072,68.198,71.457
218,train,73559956480,76726403072,68.508,71.457
219,train,73184449536,76726403072,68.1583,71.457
220,train,73206370304,76726403072,68.1787,71.457
221,train,73682739712,76726403072,68.6224,71.457
222,train,73559956480,76726403072,68.508,71.457
223,train,73559374848,76726403072,68.5075,71.457
224,train,73227994112,76726403072,68.1989,71.457
225,train,73371328000,76726403072,68.3324,71.457
226,train,73185386496,76726403072,68.1592,71.457
227,train,73476382208,76726403072,68.4302,71.457
228,train,73559956480,76726403072,68.508,71.457
229,train,73333082624,76726403072,68.2968,71.457
230,train,73559956480,76726403072,68.508,71.457
231,train,73393008128,76726403072,68.3526,71.457
232,train,73477799424,76726403072,68.4315,71.457
233,train,73593729024,76726403072,68.5395,71.457
234,train,73256563712,76726403072,68.2255,71.457
235,train,73511309824,76726403072,68.4627,71.457
236,train,73372638720,76726403072,68.3336,71.457
237,train,73476382208,76726403072,68.4302,71.457
238,train,73206370304,76726403072,68.1787,71.457
239,train,73255626752,76726403072,68.2246,71.457
240,train,73594818560,76726403072,68.5405,71.457
241,train,73443227136,76726403072,68.3993,71.457
242,train,73512399360,76726403072,68.4638,71.457
243,train,73393008128,76726403072,68.3526,71.457
244,train,73256563712,76726403072,68.2255,71.457
245,train,73227057152,76726403072,68.198,71.457
246,train,73512399360,76726403072,68.4638,71.457
247,train,73393008128,76726403072,68.3526,71.457
248,train,73559956480,76726403072,68.508,71.457
249,train,73511309824,76726403072,68.4627,71.457
250,train,73394302464,76726403072,68.3538,71.457
250,eval,26290878464,76726403072,24.4853,71.457
250,eval,26289928704,76726403072,24.4844,71.457
250,eval,26343013376,76726403072,24.5338,71.457
250,eval,26307810304,76726403072,24.5011,71.457
250,eval,26349742080,76726403072,24.5401,71.457
250,eval,26324089344,76726403072,24.5162,71.457
250,eval,26261196800,76726403072,24.4576,71.457
250,eval,26308269056,76726403072,24.5015,71.457
250,eval,26261426176,76726403072,24.4579,71.457
250,eval,26297763840,76726403072,24.4917,71.457
250,eval,26254935040,76726403072,24.4518,71.457
250,eval,26263843328,76726403072,24.4601,71.457
250,eval,26226970624,76726403072,24.4258,71.457
250,eval,26270217216,76726403072,24.466,71.457
250,eval,26262114816,76726403072,24.4585,71.457
250,eval,26264302080,76726403072,24.4605,71.457
250,eval,26262344192,76726403072,24.4587,71.457
250,eval,26289009152,76726403072,24.4835,71.457
250,eval,26308114432,76726403072,24.5013,71.457
250,eval,26299353600,76726403072,24.4932,71.457
250,eval,26358915072,76726403072,24.5487,71.457
250,eval,26271348224,76726403072,24.4671,71.457
250,eval,26263131136,76726403072,24.4594,71.457
250,eval,26407076352,76726403072,24.5935,71.457
250,eval,26291945472,76726403072,24.4863,71.457
250,eval,26308770304,76726403072,24.502,71.457
250,eval,26325499904,76726403072,24.5175,71.457
250,eval,26361643520,76726403072,24.5512,71.457
250,eval,26271250432,76726403072,24.467,71.457
250,eval,26295583232,76726403072,24.4897,71.457
250,eval,26290541568,76726403072,24.485,71.457
250,eval,26361643520,76726403072,24.5512,71.457
250,eval,26266719744,76726403072,24.4628,71.457
250,eval,26384669696,76726403072,24.5726,71.457
250,eval,26290542080,76726403072,24.485,71.457
250,eval,26325770752,76726403072,24.5178,71.457
250,eval,26345817088,76726403072,24.5365,71.457
250,eval,26268104704,76726403072,24.4641,71.457
250,eval,26345817088,76726403072,24.5365,71.457
250,eval,26296730624,76726403072,24.4907,71.457
250,eval,26330437632,76726403072,24.5221,71.457
250,eval,26325771264,76726403072,24.5178,71.457
250,eval,26308673024,76726403072,24.5019,71.457
250,eval,26333346304,76726403072,24.5248,71.457
250,eval,26310344192,76726403072,24.5034,71.457
250,eval,26302124032,76726403072,24.4958,71.457
250,eval,26271276032,76726403072,24.467,71.457
250,eval,26295551488,76726403072,24.4896,71.457
250,eval,26295191040,76726403072,24.4893,71.457
250,eval,26302583296,76726403072,24.4962,71.457
250,eval,26253667840,76726403072,24.4506,71.457
250,eval,26357912576,76726403072,24.5477,71.457
250,eval,26334698496,76726403072,24.5261,71.457
250,eval,25778971648,76726403072,24.0085,71.457
251,train,73393008128,76726403072,68.3526,71.457
252,train,50720005632,76952895488,47.2367,71.668
253,train,73393008128,76952895488,68.3526,71.668
254,train,73185386496,76952895488,68.1592,71.668
255,train,73443227136,76952895488,68.3993,71.668
256,train,73334393344,76952895488,68.298,71.668
257,train,73333082624,76952895488,68.2968,71.668
258,train,73443628544,76952895488,68.3997,71.668
259,train,73393008128,76952895488,68.3526,71.668
260,train,73791809024,76952895488,68.724,71.668
261,train,73511309824,76952895488,68.4627,71.668
262,train,73512399360,76952895488,68.4638,71.668
263,train,73476382208,76952895488,68.4302,71.668
264,train,73256563712,76952895488,68.2255,71.668
265,train,73637351936,76952895488,68.5801,71.668
266,train,73559956480,76952895488,68.508,71.668
267,train,73393008128,76952895488,68.3526,71.668
268,train,73477799424,76952895488,68.4315,71.668
269,train,73255626752,76952895488,68.2246,71.668
270,train,73477799424,76952895488,68.4315,71.668
271,train,73443227136,76952895488,68.3993,71.668
272,train,73227994112,76952895488,68.1989,71.668
273,train,73371328000,76952895488,68.3324,71.668
274,train,73227994112,76952895488,68.1989,71.668
275,train,73255626752,76952895488,68.2246,71.668
276,train,73155454464,76952895488,68.1313,71.668
277,train,73511309824,76952895488,68.4627,71.668
278,train,73477799424,76952895488,68.4315,71.668
279,train,73333082624,76952895488,68.2968,71.668
280,train,73683747328,76952895488,68.6233,71.668
281,train,73184449536,76952895488,68.1583,71.668
282,train,73227994112,76952895488,68.1989,71.668
283,train,73637351936,76952895488,68.5801,71.668
284,train,73594818560,76952895488,68.5405,71.668
285,train,73511309824,76952895488,68.4627,71.668
286,train,73594818560,76952895488,68.5405,71.668
287,train,73255626752,76952895488,68.2246,71.668
288,train,73729750528,76952895488,68.6662,71.668
289,train,73593729024,76952895488,68.5395,71.668
290,train,73394302464,76952895488,68.3538,71.668
291,train,73227057152,76952895488,68.198,71.668
292,train,73256563712,76952895488,68.2255,71.668
293,train,73371328000,76952895488,68.3324,71.668
294,train,73477799424,76952895488,68.4315,71.668
295,train,73255626752,76952895488,68.2246,71.668
296,train,73477799424,76952895488,68.4315,71.668
297,train,73476382208,76952895488,68.4302,71.668
298,train,73334393344,76952895488,68.298,71.668
299,train,73637351936,76952895488,68.5801,71.668
300,train,73372638720,76952895488,68.3336,71.668
301,train,73255626752,76952895488,68.2246,71.668
302,train,73334393344,76952895488,68.298,71.668
303,train,73255626752,76952895488,68.2246,71.668
304,train,73394302464,76952895488,68.3538,71.668
305,train,73371328000,76952895488,68.3324,71.668
306,train,73559956480,76952895488,68.508,71.668
307,train,73443227136,76952895488,68.3993,71.668
308,train,73372638720,76952895488,68.3336,71.668
309,train,73184449536,76952895488,68.1583,71.668
310,train,73443628544,76952895488,68.3997,71.668
311,train,73371328000,76952895488,68.3324,71.668
312,train,73594818560,76952895488,68.5405,71.668
313,train,73152879104,76952895488,68.1289,71.668
314,train,73443628544,76952895488,68.3997,71.668
315,train,73227057152,76952895488,68.198,71.668
316,train,73227994112,76952895488,68.1989,71.668
317,train,73511309824,76952895488,68.4627,71.668
318,train,73394302464,76952895488,68.3538,71.668
319,train,73443227136,76952895488,68.3993,71.668
320,train,73334393344,76952895488,68.298,71.668
321,train,73476382208,76952895488,68.4302,71.668
322,train,73394302464,76952895488,68.3538,71.668
323,train,73559374848,76952895488,68.5075,71.668
324,train,73477799424,76952895488,68.4315,71.668
325,train,73371328000,76952895488,68.3324,71.668
326,train,73729750528,76952895488,68.6662,71.668
327,train,73443227136,76952895488,68.3993,71.668
328,train,73394302464,76952895488,68.3538,71.668
329,train,73682739712,76952895488,68.6224,71.668
330,train,73683747328,76952895488,68.6233,71.668
331,train,73863540736,76952895488,68.7908,71.668
332,train,73559956480,76952895488,68.508,71.668
333,train,73559374848,76952895488,68.5075,71.668
334,train,73372638720,76952895488,68.3336,71.668
335,train,73205433344,76952895488,68.1779,71.668
336,train,73206370304,76952895488,68.1787,71.668
337,train,73393008128,76952895488,68.3526,71.668
338,train,73637376512,76952895488,68.5802,71.668
339,train,73184449536,76952895488,68.1583,71.668
340,train,73394302464,76952895488,68.3538,71.668
341,train,73227057152,76952895488,68.198,71.668
342,train,73334393344,76952895488,68.298,71.668
343,train,73393008128,76952895488,68.3526,71.668
344,train,73559956480,76952895488,68.508,71.668
345,train,73227057152,76952895488,68.198,71.668
346,train,73594818560,76952895488,68.5405,71.668
347,train,73371328000,76952895488,68.3324,71.668
348,train,73394302464,76952895488,68.3538,71.668
349,train,73333082624,76952895488,68.2968,71.668
350,train,73256563712,76952895488,68.2255,71.668
351,train,73443227136,76952895488,68.3993,71.668
352,train,73867743232,76952895488,68.7947,71.668
353,train,73728783872,76952895488,68.6653,71.668
354,train,73791809024,76952895488,68.724,71.668
355,train,73205433344,76952895488,68.1779,71.668
356,train,73372638720,76952895488,68.3336,71.668
357,train,73227057152,76952895488,68.198,71.668
358,train,73227994112,76952895488,68.1989,71.668
359,train,73255626752,76952895488,68.2246,71.668
360,train,73559956480,76952895488,68.508,71.668
361,train,73333082624,76952895488,68.2968,71.668
362,train,73372638720,76952895488,68.3336,71.668
363,train,73205433344,76952895488,68.1779,71.668
364,train,73477799424,76952895488,68.4315,71.668
365,train,73791866368,76952895488,68.724,71.668
366,train,73206370304,76952895488,68.1787,71.668
367,train,73863540736,76952895488,68.7908,71.668
368,train,73831448576,76952895488,68.7609,71.668
369,train,73476382208,76952895488,68.4302,71.668
370,train,73443628544,76952895488,68.3997,71.668
371,train,73205433344,76952895488,68.1779,71.668
372,train,73334393344,76952895488,68.298,71.668
373,train,73371328000,76952895488,68.3324,71.668
374,train,73512399360,76952895488,68.4638,71.668
375,train,73393008128,76952895488,68.3526,71.668
375,eval,26290878464,76952895488,24.4853,71.668
375,eval,26288617984,76952895488,24.4832,71.668
375,eval,26343013376,76952895488,24.5338,71.668
375,eval,26305246208,76952895488,24.4987,71.668
375,eval,26349742080,76952895488,24.5401,71.668
375,eval,26320992768,76952895488,24.5133,71.668
375,eval,26261196800,76952895488,24.4576,71.668
375,eval,26305704960,76952895488,24.4991,71.668
375,eval,26261426176,76952895488,24.4579,71.668
375,eval,26295158784,76952895488,24.4893,71.668
375,eval,26254935040,76952895488,24.4518,71.668
375,eval,26263450112,76952895488,24.4597,71.668
375,eval,26226970624,76952895488,24.4258,71.668
375,eval,26269824000,76952895488,24.4657,71.668
375,eval,26262114816,76952895488,24.4585,71.668
375,eval,26263908864,76952895488,24.4602,71.668
375,eval,26262344192,76952895488,24.4587,71.668
375,eval,26287698432,76952895488,24.4823,71.668
375,eval,26308114432,76952895488,24.5013,71.668
375,eval,26296748544,76952895488,24.4908,71.668
375,eval,26358915072,76952895488,24.5487,71.668
375,eval,26270955008,76952895488,24.4667,71.668
375,eval,26263131136,76952895488,24.4594,71.668
375,eval,26407076352,76952895488,24.5935,71.668
375,eval,26291961856,76952895488,24.4863,71.668
375,eval,26309450240,76952895488,24.5026,71.668
375,eval,26325499904,76952895488,24.5175,71.668
375,eval,26362061312,76952895488,24.5516,71.668
375,eval,26271242240,76952895488,24.467,71.668
375,eval,26296730112,76952895488,24.4907,71.668
375,eval,26290787328,76952895488,24.4852,71.668
375,eval,26362118656,76952895488,24.5516,71.668
375,eval,26266162688,76952895488,24.4623,71.668
375,eval,26383096832,76952895488,24.5712,71.668
375,eval,26290787840,76952895488,24.4852,71.668
375,eval,26326934016,76952895488,24.5189,71.668
375,eval,26345817088,76952895488,24.5365,71.668
375,eval,26265663488,76952895488,24.4618,71.668
375,eval,26345817088,76952895488,24.5365,71.668
375,eval,26296730624,76952895488,24.4907,71.668
375,eval,26330437632,76952895488,24.5221,71.668
375,eval,26324354048,76952895488,24.5165,71.668
375,eval,26308673024,76952895488,24.5019,71.668
375,eval,26331027968,76952895488,24.5227,71.668
375,eval,26310344192,76952895488,24.5034,71.668
375,eval,26298634240,76952895488,24.4925,71.668
375,eval,26271276032,76952895488,24.467,71.668
375,eval,26294240768,76952895488,24.4884,71.668
375,eval,26295191040,76952895488,24.4893,71.668
375,eval,26299093504,76952895488,24.4929,71.668
375,eval,26253667840,76952895488,24.4506,71.668
375,eval,26356167680,76952895488,24.5461,71.668
375,eval,26334698496,76952895488,24.5261,71.668
375,eval,25777660928,76952895488,24.0073,71.668
376,train,73637376512,76952895488,68.5802,71.668
377,train,73559374848,76952895488,68.5075,71.668
378,train,73867743232,76952895488,68.7947,71.668
379,train,73476382208,76952895488,68.4302,71.668
380,train,73256563712,76952895488,68.2255,71.668
381,train,73511309824,76952895488,68.4627,71.668
382,train,73227994112,76952895488,68.1989,71.668
383,train,73511309824,76952895488,68.4627,71.668
384,train,73122674176,76952895488,68.1008,71.668
385,train,73559374848,76952895488,68.5075,71.668
386,train,73227994112,76952895488,68.1989,71.668
387,train,73559374848,76952895488,68.5075,71.668
388,train,73394302464,76952895488,68.3538,71.668
389,train,73227057152,76952895488,68.198,71.668
390,train,73206370304,76952895488,68.1787,71.668
391,train,73443227136,76952895488,68.3993,71.668
392,train,73559956480,76952895488,68.508,71.668
393,train,73393008128,76952895488,68.3526,71.668
394,train,73206370304,76952895488,68.1787,71.668
395,train,73393008128,76952895488,68.3526,71.668
396,train,73185386496,76952895488,68.1592,71.668
397,train,73371328000,76952895488,68.3324,71.668
398,train,73594818560,76952895488,68.5405,71.668
399,train,73371328000,76952895488,68.3324,71.668
400,train,73334393344,76952895488,68.298,71.668
401,train,73476382208,76952895488,68.4302,71.668
402,train,73372638720,76952895488,68.3336,71.668
403,train,73371328000,76952895488,68.3324,71.668
404,train,73394302464,76952895488,68.3538,71.668
405,train,73443227136,76952895488,68.3993,71.668
406,train,73729750528,76952895488,68.6662,71.668
407,train,73227057152,76952895488,68.198,71.668
408,train,73334393344,76952895488,68.298,71.668
409,train,73637351936,76952895488,68.5801,71.668
410,train,73256563712,76952895488,68.2255,71.668
411,train,73227057152,76952895488,68.198,71.668
412,train,73637376512,76952895488,68.5802,71.668
413,train,73227057152,76952895488,68.198,71.668
414,train,73227994112,76952895488,68.1989,71.668
415,train,73333082624,76952895488,68.2968,71.668
416,train,73227994112,76952895488,68.1989,71.668
417,train,73333082624,76952895488,68.2968,71.668
418,train,73477799424,76952895488,68.4315,71.668
419,train,73333082624,76952895488,68.2968,71.668
420,train,73256563712,76952895488,68.2255,71.668
421,train,73559374848,76952895488,68.5075,71.668
422,train,73394302464,76952895488,68.3538,71.668
423,train,73227057152,76952895488,68.198,71.668
424,train,73477799424,76952895488,68.4315,71.668
425,train,73393008128,76952895488,68.3526,71.668
426,train,73477799424,76952895488,68.4315,71.668
427,train,73184449536,76952895488,68.1583,71.668
428,train,74399472128,76952895488,69.2899,71.668
429,train,73511309824,76952895488,68.4627,71.668
430,train,73594818560,76952895488,68.5405,71.668
431,train,73205433344,76952895488,68.1779,71.668
432,train,73559956480,76952895488,68.508,71.668
433,train,73371328000,76952895488,68.3324,71.668
